formula,A1,A2,B1,B2,X,is_alloy,x_frac,Eg,dHf,dHd,A1_NdValence,A1_NValence,A1_Electronegativity,A1_AtomicRadius,A1_GSbandgap,A1_GSmagmom,A1_MeltingT,A2_NdValence,A2_NValence,A2_Electronegativity,A2_AtomicRadius,A2_GSbandgap,A2_GSmagmom,A2_MeltingT,B1_NdValence,B1_NValence,B1_Electronegativity,B1_AtomicRadius,B1_GSbandgap,B1_GSmagmom,B1_MeltingT,B2_NdValence,B2_NValence,B2_Electronegativity,B2_AtomicRadius,B2_GSbandgap,B2_GSmagmom,B2_MeltingT,X_NdValence,X_NValence,X_Electronegativity,X_AtomicRadius,X_GSbandgap,X_GSmagmom,X_MeltingT
K4MgZn3Cl12,K,,Mg,Zn,Cl,True,0.75,3.1349,-1.7283897499999998,0.09923997336105783,0.0,1.0,0.82,2.2,0.0,0.0,336.53,,,,,,,,0.0,2.0,1.31,1.5,0.0,0.0,923.0,10.0,12.0,1.65,1.35,0.0,0.0,692.68,0.0,7.0,3.16,1.0,2.493,0.0,171.6
Rb2Cs2Ni3BaF12,Rb,Cs,Ni,Ba,F,True,0.25,0.23570000000000002,-2.60616975,0.08231847935366243,0.0,1.0,0.82,2.35,0.0,0.0,312.46,0.0,1.0,0.79,2.6,0.0,0.0,301.59,8.0,10.0,1.91,1.35,0.0,0.5953947,1728.0,0.0,2.0,0.89,2.15,0.0,0.0,1000.0,0.0,7.0,3.98,0.5,1.97,0.0,53.5
RbCsNiBaF6,Rb,Cs,Ni,Ba,F,True,0.5,0.10310000000000008,-2.9068205000000003,0.0996554866453323,0.0,1.0,0.82,2.35,0.0,0.0,312.46,0.0,1.0,0.79,2.6,0.0,0.0,301.59,8.0,10.0,1.91,1.35,0.0,0.5953947,1728.0,0.0,2.0,0.89,2.15,0.0,0.0,1000.0,0.0,7.0,3.98,0.5,1.97,0.0,53.5
Rb2Cs2NiBa3F12,Rb,Cs,Ni,Ba,F,True,0.75,1.3295,-3.2296655000000003,0.08333557647866474,0.0,1.0,0.82,2.35,0.0,0.0,312.46,0.0,1.0,0.79,2.6,0.0,0.0,301.59,8.0,10.0,1.91,1.35,0.0,0.5953947,1728.0,0.0,2.0,0.89,2.15,0.0,0.0,1000.0,0.0,7.0,3.98,0.5,1.97,0.0,53.5
Rb4V3MnI12,Rb,,V,Mn,I,True,0.25,0.3748,-0.891462,0.0979328473466472,0.0,1.0,0.82,2.35,0.0,0.0,312.46,,,,,,,,3.0,5.0,1.63,1.35,0.0,0.0,2183.0,5.0,7.0,1.55,1.4,0.0,0.000310120689655,1519.0,10.0,17.0,2.66,1.4,1.062,0.0,386.85
Rb2VMnI6,Rb,,V,Mn,I,True,0.5,0.4466999999999999,-0.9014862499999999,0.08901799523630327,0.0,1.0,0.82,2.35,0.0,0.0,312.46,,,,,,,,3.0,5.0,1.63,1.35,0.0,0.0,2183.0,5.0,7.0,1.55,1.4,0.0,0.000310120689655,1519.0,10.0,17.0,2.66,1.4,1.062,0.0,386.85
Rb4VMn3I12,Rb,,V,Mn,I,True,0.75,0.5785,-0.9135327500000002,0.07436596722595779,0.0,1.0,0.82,2.35,0.0,0.0,312.46,,,,,,,,3.0,5.0,1.63,1.35,0.0,0.0,2183.0,5.0,7.0,1.55,1.4,0.0,0.000310120689655,1519.0,10.0,17.0,2.66,1.4,1.062,0.0,386.85
Cs4Cu3SrF12,Cs,,Cu,Sr,F,True,0.25,0.01750000000000007,-2.5807225000000003,0.024872122869663116,0.0,1.0,0.79,2.6,0.0,0.0,301.59,,,,,,,,10.0,11.0,1.9,1.35,0.0,0.0,1357.77,0.0,2.0,0.95,2.0,0.0,0.0,1050.0,0.0,7.0,3.98,0.5,1.97,0.0,53.5
Cs2CuSrF6,Cs,,Cu,Sr,F,True,0.5,0.0,-2.9180187500000008,0.0379787457393288,0.0,1.0,0.79,2.6,0.0,0.0,301.59,,,,,,,,10.0,11.0,1.9,1.35,0.0,0.0,1357.77,0.0,2.0,0.95,2.0,0.0,0.0,1050.0,0.0,7.0,3.98,0.5,1.97,0.0,53.5
Cs4CuSr3F12,Cs,,Cu,Sr,F,True,0.75,0.0,-3.23890375,0.06749661860899359,0.0,1.0,0.79,2.6,0.0,0.0,301.59,,,,,,,,10.0,11.0,1.9,1.35,0.0,0.0,1357.77,0.0,2.0,0.95,2.0,0.0,0.0,1050.0,0.0,7.0,3.98,0.5,1.97,0.0,53.5
Rb2Cs2Cd3BaI12,Rb,Cs,Cd,Ba,I,True,0.25,1.525,-1.197648075,0.08719420183199134,0.0,1.0,0.82,2.35,0.0,0.0,312.46,0.0,1.0,0.79,2.6,0.0,0.0,301.59,10.0,12.0,1.69,1.55,0.0,0.0,594.22,0.0,2.0,0.89,2.15,0.0,0.0,1000.0,10.0,17.0,2.66,1.4,1.062,0.0,386.85
RbCsCdBaI6,Rb,Cs,Cd,Ba,I,True,0.5,1.7667,-1.384859,0.07908725445699138,0.0,1.0,0.82,2.35,0.0,0.0,312.46,0.0,1.0,0.79,2.6,0.0,0.0,301.59,10.0,12.0,1.69,1.55,0.0,0.0,594.22,0.0,2.0,0.89,2.15,0.0,0.0,1000.0,10.0,17.0,2.66,1.4,1.062,0.0,386.85
Rb2Cs2CdBa3I12,Rb,Cs,Cd,Ba,I,True,0.75,2.5113000000000003,-1.5746182499999999,0.06092782345699055,0.0,1.0,0.82,2.35,0.0,0.0,312.46,0.0,1.0,0.79,2.6,0.0,0.0,301.59,10.0,12.0,1.69,1.55,0.0,0.0,594.22,0.0,2.0,0.89,2.15,0.0,0.0,1000.0,10.0,17.0,2.66,1.4,1.062,0.0,386.85
K2Cs2Ni3BaI12,K,Cs,Ni,Ba,I,True,0.25,0.0,-0.8915197499999998,0.14656162245699234,0.0,1.0,0.82,2.2,0.0,0.0,336.53,0.0,1.0,0.79,2.6,0.0,0.0,301.59,8.0,10.0,1.91,1.35,0.0,0.5953947,1728.0,0.0,2.0,0.89,2.15,0.0,0.0,1000.0,10.0,17.0,2.66,1.4,1.062,0.0,386.85
K2Cs2NiBa3I12,K,Cs,Ni,Ba,I,True,0.75,0.6490000000000001,-1.4683567499999999,0.07701219545699178,0.0,1.0,0.82,2.2,0.0,0.0,336.53,0.0,1.0,0.79,2.6,0.0,0.0,301.59,8.0,10.0,1.91,1.35,0.0,0.5953947,1728.0,0.0,2.0,0.89,2.15,0.0,0.0,1000.0,10.0,17.0,2.66,1.4,1.062,0.0,386.85
Rb4NiCu3I12,Rb,,Ni,Cu,I,True,0.75,0.0,-0.7024870000000003,0.10006949470699045,0.0,1.0,0.82,2.35,0.0,0.0,312.46,,,,,,,,8.0,10.0,1.91,1.35,0.0,0.5953947,1728.0,10.0,11.0,1.9,1.35,0.0,0.0,1357.77,10.0,17.0,2.66,1.4,1.062,0.0,386.85
Cs4Zn3PbCl12,Cs,,Zn,Pb,Cl,True,0.25,3.2748,-1.69146975,0.0680089039027254,0.0,1.0,0.79,2.6,0.0,0.0,301.59,,,,,,,,10.0,12.0,1.65,1.35,0.0,0.0,692.68,10.0,28.0,2.33,1.8,0.0,0.0,600.61,0.0,7.0,3.16,1.0,2.493,0.0,171.6
Cs2ZnPbCl6,Cs,,Zn,Pb,Cl,True,0.5,2.4958,-1.6963720000000002,0.06475121187147481,0.0,1.0,0.79,2.6,0.0,0.0,301.59,,,,,,,,10.0,12.0,1.65,1.35,0.0,0.0,692.68,10.0,28.0,2.33,1.8,0.0,0.0,600.61,0.0,7.0,3.16,1.0,2.493,0.0,171.6
Cs4ZnPb3Cl12,Cs,,Zn,Pb,Cl,True,0.75,2.9209,-1.71138525,0.04078324677860623,0.0,1.0,0.79,2.6,0.0,0.0,301.59,,,,,,,,10.0,12.0,1.65,1.35,0.0,0.0,692.68,10.0,28.0,2.33,1.8,0.0,0.0,600.61,0.0,7.0,3.16,1.0,2.493,0.0,171.6
Na2K2Mn3NiCl12,Na,K,Mn,Ni,Cl,True,0.25,0.0,-1.5105050000000007,0.0614274501089378,0.0,1.0,0.93,1.8,0.0,0.0,370.87,0.0,1.0,0.82,2.2,0.0,0.0,336.53,5.0,7.0,1.55,1.4,0.0,0.000310120689655,1519.0,8.0,10.0,1.91,1.35,0.0,0.5953947,1728.0,0.0,7.0,3.16,1.0,2.493,0.0,171.6
NaKMnNiCl6,Na,K,Mn,Ni,Cl,True,0.5,0.0,-1.4172332500000002,0.07995060866928316,0.0,1.0,0.93,1.8,0.0,0.0,370.87,0.0,1.0,0.82,2.2,0.0,0.0,336.53,5.0,7.0,1.55,1.4,0.0,0.000310120689655,1519.0,8.0,10.0,1.91,1.35,0.0,0.5953947,1728.0,0.0,7.0,3.16,1.0,2.493,0.0,171.6
Na2K2MnNi3Cl12,Na,K,Mn,Ni,Cl,True,0.75,0.0,-1.32068375,0.10175151722962728,0.0,1.0,0.93,1.8,0.0,0.0,370.87,0.0,1.0,0.82,2.2,0.0,0.0,336.53,5.0,7.0,1.55,1.4,0.0,0.000310120689655,1519.0,8.0,10.0,1.91,1.35,0.0,0.5953947,1728.0,0.0,7.0,3.16,1.0,2.493,0.0,171.6
K2Rb2Ca3PbCl12,K,Rb,Ca,Pb,Cl,True,0.25,4.5986,-2.269718,0.004259239639304635,0.0,1.0,0.82,2.2,0.0,0.0,336.53,0.0,1.0,0.82,2.35,0.0,0.0,312.46,0.0,2.0,1.0,1.8,0.0,0.0,1115.0,10.0,28.0,2.33,1.8,0.0,0.0,600.61,0.0,7.0,3.16,1.0,2.493,0.0,171.6
KRbCaPbCl6,K,Rb,Ca,Pb,Cl,True,0.5,3.6458,-2.0768127499999998,0.009960229278608068,0.0,1.0,0.82,2.2,0.0,0.0,336.53,0.0,1.0,0.82,2.35,0.0,0.0,312.46,0.0,2.0,1.0,1.8,0.0,0.0,1115.0,10.0,28.0,2.33,1.8,0.0,0.0,600.61,0.0,7.0,3.16,1.0,2.493,0.0,171.6
K2Rb2CaPb3Cl12,K,Rb,Ca,Pb,Cl,True,0.75,3.4322000000000004,-1.8864872499999996,0.012623008535536773,0.0,1.0,0.82,2.2,0.0,0.0,336.53,0.0,1.0,0.82,2.35,0.0,0.0,312.46,0.0,2.0,1.0,1.8,0.0,0.0,1115.0,10.0,28.0,2.33,1.8,0.0,0.0,600.61,0.0,7.0,3.16,1.0,2.493,0.0,171.6
Cs4Sr3PbI12,Cs,,Sr,Pb,I,True,0.25,3.3951,-1.603055,0.014018815456989131,0.0,1.0,0.79,2.6,0.0,0.0,301.59,,,,,,,,0.0,2.0,0.95,2.0,0.0,0.0,1050.0,10.0,28.0,2.33,1.8,0.0,0.0,600.61,10.0,17.0,2.66,1.4,1.062,0.0,386.85
Cs2SrPbI6,Cs,,Sr,Pb,I,True,0.5,2.4928,-1.4393315,0.019114953665321455,0.0,1.0,0.79,2.6,0.0,0.0,301.59,,,,,,,,0.0,2.0,0.95,2.0,0.0,0.0,1050.0,10.0,28.0,2.33,1.8,0.0,0.0,600.61,10.0,17.0,2.66,1.4,1.062,0.0,386.85
Cs4SrPb3I12,Cs,,Sr,Pb,I,True,0.75,2.2718000000000003,-1.2756772499999998,0.024141841873654535,0.0,1.0,0.79,2.6,0.0,0.0,301.59,,,,,,,,0.0,2.0,0.95,2.0,0.0,0.0,1050.0,10.0,28.0,2.33,1.8,0.0,0.0,600.61,10.0,17.0,2.66,1.4,1.062,0.0,386.85
Rb4Ti3BaBr12,Rb,,Ti,Ba,Br,True,0.25,0.06529999999999991,-1.6057057500000007,0.1524383657674413,0.0,1.0,0.82,2.35,0.0,0.0,312.46,,,,,,,,2.0,4.0,1.54,1.4,0.0,2.25333333333e-05,1941.0,0.0,2.0,0.89,2.15,0.0,0.0,1000.0,10.0,17.0,2.96,1.15,1.457,0.0,265.8
Rb2TiBaBr6,Rb,,Ti,Ba,Br,True,0.5,0.043299999999999894,-1.7949437500000003,0.1244099793281288,0.0,1.0,0.82,2.35,0.0,0.0,312.46,,,,,,,,2.0,4.0,1.54,1.4,0.0,2.25333333333e-05,1941.0,0.0,2.0,0.89,2.15,0.0,0.0,1000.0,10.0,17.0,2.96,1.15,1.457,0.0,265.8
Rb4TiBa3Br12,Rb,,Ti,Ba,Br,True,0.75,0.1885000000000001,-2.0046205,0.07594284288881337,0.0,1.0,0.82,2.35,0.0,0.0,312.46,,,,,,,,2.0,4.0,1.54,1.4,0.0,2.25333333333e-05,1941.0,0.0,2.0,0.89,2.15,0.0,0.0,1000.0,10.0,17.0,2.96,1.15,1.457,0.0,265.8
Rb2Cs2Mg3CuF12,Rb,Cs,Mg,Cu,F,True,0.25,0.005700000000000038,-3.09213175,0.08501639435899566,0.0,1.0,0.82,2.35,0.0,0.0,312.46,0.0,1.0,0.79,2.6,0.0,0.0,301.59,0.0,2.0,1.31,1.5,0.0,0.0,923.0,10.0,11.0,1.9,1.35,0.0,0.0,1357.77,0.0,7.0,3.98,0.5,1.97,0.0,53.5
RbCsMgCuF6,Rb,Cs,Mg,Cu,F,True,0.5,0.005499999999999977,-2.8239290000000006,0.056841215530998745,0.0,1.0,0.82,2.35,0.0,0.0,312.46,0.0,1.0,0.79,2.6,0.0,0.0,301.59,0.0,2.0,1.31,1.5,0.0,0.0,923.0,10.0,11.0,1.9,1.35,0.0,0.0,1357.77,0.0,7.0,3.98,0.5,1.97,0.0,53.5
Rb2Cs2MgCu3F12,Rb,Cs,Mg,Cu,F,True,0.75,0.0,-2.5501014999999994,0.027422920265501638,0.0,1.0,0.82,2.35,0.0,0.0,312.46,0.0,1.0,0.79,2.6,0.0,0.0,301.59,0.0,2.0,1.31,1.5,0.0,0.0,923.0,10.0,11.0,1.9,1.35,0.0,0.0,1357.77,0.0,7.0,3.98,0.5,1.97,0.0,53.5
Cs4Cu3PtCl12,Cs,,Cu,Pt,Cl,True,0.25,0.0,-1.3421352500000001,0.014909607695000382,0.0,1.0,0.79,2.6,0.0,0.0,301.59,,,,,,,,10.0,11.0,1.9,1.35,0.0,0.0,1357.77,9.0,24.0,2.28,1.35,0.0,0.0,2041.4,0.0,7.0,3.16,1.0,2.493,0.0,171.6
Cs2CuPtCl6,Cs,,Cu,Pt,Cl,True,0.5,0.0,-1.2966877500000002,0.06672483031264909,0.0,1.0,0.79,2.6,0.0,0.0,301.59,,,,,,,,10.0,11.0,1.9,1.35,0.0,0.0,1357.77,9.0,24.0,2.28,1.35,0.0,0.0,2041.4,0.0,7.0,3.16,1.0,2.493,0.0,171.6
Cs4CuPt3Cl12,Cs,,Cu,Pt,Cl,True,0.75,0.0,-1.2368807500000003,0.1325364068714725,0.0,1.0,0.79,2.6,0.0,0.0,301.59,,,,,,,,10.0,11.0,1.9,1.35,0.0,0.0,1357.77,9.0,24.0,2.28,1.35,0.0,0.0,2041.4,0.0,7.0,3.16,1.0,2.493,0.0,171.6
K2Rb2Ca3VBr12,K,Rb,Ca,V,Br,True,0.25,1.0315999999999999,-1.9256847500000003,0.028341256366170242,0.0,1.0,0.82,2.2,0.0,0.0,336.53,0.0,1.0,0.82,2.35,0.0,0.0,312.46,0.0,2.0,1.0,1.8,0.0,0.0,1115.0,3.0,5.0,1.63,1.35,0.0,0.0,2183.0,10.0,17.0,2.96,1.15,1.457,0.0,265.8
KRbCaVBr6,K,Rb,Ca,V,Br,True,0.5,0.4113,-1.723372,0.04330659578283802,0.0,1.0,0.82,2.2,0.0,0.0,336.53,0.0,1.0,0.82,2.35,0.0,0.0,312.46,0.0,2.0,1.0,1.8,0.0,0.0,1115.0,3.0,5.0,1.63,1.35,0.0,0.0,2183.0,10.0,17.0,2.96,1.15,1.457,0.0,265.8
K2Rb2CaV3Br12,K,Rb,Ca,V,Br,True,0.75,0.40359999999999996,-1.5224420000000003,0.05596492453283641,0.0,1.0,0.82,2.2,0.0,0.0,336.53,0.0,1.0,0.82,2.35,0.0,0.0,312.46,0.0,2.0,1.0,1.8,0.0,0.0,1115.0,3.0,5.0,1.63,1.35,0.0,0.0,2183.0,10.0,17.0,2.96,1.15,1.457,0.0,265.8
K2Rb2V3CoBr12,K,Rb,V,Co,Br,True,0.25,0.0,-1.2437174999999996,0.1508537471161726,0.0,1.0,0.82,2.2,0.0,0.0,336.53,0.0,1.0,0.82,2.35,0.0,0.0,312.46,3.0,5.0,1.63,1.35,0.0,0.0,2183.0,7.0,9.0,1.88,1.35,0.0,1.5484712,1768.0,10.0,17.0,2.96,1.15,1.457,0.0,265.8
KRbVCoBr6,K,Rb,V,Co,Br,True,0.5,0.0,-1.1568557499999996,0.1564787103245031,0.0,1.0,0.82,2.2,0.0,0.0,336.53,0.0,1.0,0.82,2.35,0.0,0.0,312.46,3.0,5.0,1.63,1.35,0.0,0.0,2183.0,7.0,9.0,1.88,1.35,0.0,1.5484712,1768.0,10.0,17.0,2.96,1.15,1.457,0.0,265.8
K2Rb2VCo3Br12,K,Rb,V,Co,Br,True,0.75,0.0,-1.06677775,0.14033034032450153,0.0,1.0,0.82,2.2,0.0,0.0,336.53,0.0,1.0,0.82,2.35,0.0,0.0,312.46,3.0,5.0,1.63,1.35,0.0,0.0,2183.0,7.0,9.0,1.88,1.35,0.0,1.5484712,1768.0,10.0,17.0,2.96,1.15,1.457,0.0,265.8
Na2Rb2Ca3MnCl12,Na,Rb,Ca,Mn,Cl,True,0.25,2.6153999999999997,-2.2099735000000003,0.03532531308437914,0.0,1.0,0.93,1.8,0.0,0.0,370.87,0.0,1.0,0.82,2.35,0.0,0.0,312.46,0.0,2.0,1.0,1.8,0.0,0.0,1115.0,5.0,7.0,1.55,1.4,0.0,0.000310120689655,1519.0,0.0,7.0,3.16,1.0,2.493,0.0,171.6
NaRbCaMnCl6,Na,Rb,Ca,Mn,Cl,True,0.5,1.954,-2.00963225,0.0396566449609459,0.0,1.0,0.93,1.8,0.0,0.0,370.87,0.0,1.0,0.82,2.35,0.0,0.0,312.46,0.0,2.0,1.0,1.8,0.0,0.0,1115.0,5.0,7.0,1.55,1.4,0.0,0.000310120689655,1519.0,0.0,7.0,3.16,1.0,2.493,0.0,171.6
Na2Rb2CaMn3Cl12,Na,Rb,Ca,Mn,Cl,True,0.75,1.7538999999999998,-1.8049315000000015,0.04656198608810147,0.0,1.0,0.93,1.8,0.0,0.0,370.87,0.0,1.0,0.82,2.35,0.0,0.0,312.46,0.0,2.0,1.0,1.8,0.0,0.0,1115.0,5.0,7.0,1.55,1.4,0.0,0.000310120689655,1519.0,0.0,7.0,3.16,1.0,2.493,0.0,171.6
Rb2Cs2Mn3BaF12,Rb,Cs,Mn,Ba,F,True,0.25,2.0515999999999996,-2.9556352499999994,0.04542823742898516,0.0,1.0,0.82,2.35,0.0,0.0,312.46,0.0,1.0,0.79,2.6,0.0,0.0,301.59,5.0,7.0,1.55,1.4,0.0,0.000310120689655,1519.0,0.0,2.0,0.89,2.15,0.0,0.0,1000.0,0.0,7.0,3.98,0.5,1.97,0.0,53.5
RbCsMnBaF6,Rb,Cs,Mn,Ba,F,True,0.5,2.0570000000000004,-3.1413807500000006,0.07255057785797092,0.0,1.0,0.82,2.35,0.0,0.0,312.46,0.0,1.0,0.79,2.6,0.0,0.0,301.59,5.0,7.0,1.55,1.4,0.0,0.000310120689655,1519.0,0.0,2.0,0.89,2.15,0.0,0.0,1000.0,0.0,7.0,3.98,0.5,1.97,0.0,53.5
Rb2Cs2MnBa3F12,Rb,Cs,Mn,Ba,F,True,0.75,2.3363000000000005,-3.3429209999999996,0.07781982216831818,0.0,1.0,0.82,2.35,0.0,0.0,312.46,0.0,1.0,0.79,2.6,0.0,0.0,301.59,5.0,7.0,1.55,1.4,0.0,0.000310120689655,1519.0,0.0,2.0,0.89,2.15,0.0,0.0,1000.0,0.0,7.0,3.98,0.5,1.97,0.0,53.5
Rb2Cs2Mn3SrI12,Rb,Cs,Mn,Sr,I,True,0.25,1.4527999999999999,-1.1372737500000003,0.05657248352595623,0.0,1.0,0.82,2.35,0.0,0.0,312.46,0.0,1.0,0.79,2.6,0.0,0.0,301.59,5.0,7.0,1.55,1.4,0.0,0.000310120689655,1519.0,0.0,2.0,0.95,2.0,0.0,0.0,1050.0,10.0,17.0,2.66,1.4,1.062,0.0,386.85
RbCsMnSrI6,Rb,Cs,Mn,Sr,I,True,0.5,1.2458999999999998,-1.3348067499999998,0.04985448250296898,0.0,1.0,0.82,2.35,0.0,0.0,312.46,0.0,1.0,0.79,2.6,0.0,0.0,301.59,5.0,7.0,1.55,1.4,0.0,0.000310120689655,1519.0,0.0,2.0,0.95,2.0,0.0,0.0,1050.0,10.0,17.0,2.66,1.4,1.062,0.0,386.85
Rb2Cs2MnSr3I12,Rb,Cs,Mn,Sr,I,True,0.75,2.0473,-1.53646325,0.037686222229979194,0.0,1.0,0.82,2.35,0.0,0.0,312.46,0.0,1.0,0.79,2.6,0.0,0.0,301.59,5.0,7.0,1.55,1.4,0.0,0.000310120689655,1519.0,0.0,2.0,0.95,2.0,0.0,0.0,1050.0,10.0,17.0,2.66,1.4,1.062,0.0,386.85
K2Rb2Ni3PbBr12,K,Rb,Ni,Pb,Br,True,0.25,0.0,-1.1015452499999998,0.11148767494950107,0.0,1.0,0.82,2.2,0.0,0.0,336.53,0.0,1.0,0.82,2.35,0.0,0.0,312.46,8.0,10.0,1.91,1.35,0.0,0.5953947,1728.0,10.0,28.0,2.33,1.8,0.0,0.0,600.61,10.0,17.0,2.96,1.15,1.457,0.0,265.8
KRbNiPbBr6,K,Rb,Ni,Pb,Br,True,0.5,0.08009999999999995,-1.2110755000000002,0.08651512994950084,0.0,1.0,0.82,2.2,0.0,0.0,336.53,0.0,1.0,0.82,2.35,0.0,0.0,312.46,8.0,10.0,1.91,1.35,0.0,0.5953947,1728.0,10.0,28.0,2.33,1.8,0.0,0.0,600.61,10.0,17.0,2.96,1.15,1.457,0.0,265.8
K2Rb2NiPb3Br12,K,Rb,Ni,Pb,Br,True,0.75,0.5534,-1.3289700000000004,0.05317833494949964,0.0,1.0,0.82,2.2,0.0,0.0,336.53,0.0,1.0,0.82,2.35,0.0,0.0,312.46,8.0,10.0,1.91,1.35,0.0,0.5953947,1728.0,10.0,28.0,2.33,1.8,0.0,0.0,600.61,10.0,17.0,2.96,1.15,1.457,0.0,265.8
K2Cs2Mn3CdI12,K,Cs,Mn,Cd,I,True,0.25,0.9733,-0.9469107500000007,0.07624846152595444,0.0,1.0,0.82,2.2,0.0,0.0,336.53,0.0,1.0,0.79,2.6,0.0,0.0,301.59,5.0,7.0,1.55,1.4,0.0,0.000310120689655,1519.0,10.0,12.0,1.69,1.55,0.0,0.0,594.22,10.0,17.0,2.66,1.4,1.062,0.0,386.85
KCsMnCdI6,K,Cs,Mn,Cd,I,True,0.5,0.9080000000000001,-0.9688192500000004,0.07824963571130006,0.0,1.0,0.82,2.2,0.0,0.0,336.53,0.0,1.0,0.79,2.6,0.0,0.0,301.59,5.0,7.0,1.55,1.4,0.0,0.000310120689655,1519.0,10.0,12.0,1.69,1.55,0.0,0.0,594.22,10.0,17.0,2.66,1.4,1.062,0.0,386.85
K2Cs2MnCd3I12,K,Cs,Mn,Cd,I,True,0.75,1.0467999999999997,-0.98264125,0.08833730989664446,0.0,1.0,0.82,2.2,0.0,0.0,336.53,0.0,1.0,0.79,2.6,0.0,0.0,301.59,5.0,7.0,1.55,1.4,0.0,0.000310120689655,1519.0,10.0,12.0,1.69,1.55,0.0,0.0,594.22,10.0,17.0,2.66,1.4,1.062,0.0,386.85
Rb2Cs2Mg3FeI12,Rb,Cs,Mg,Fe,I,True,0.25,0.0940000000000003,-1.161099,0.06312138495699182,0.0,1.0,0.82,2.35,0.0,0.0,312.46,0.0,1.0,0.79,2.6,0.0,0.0,301.59,0.0,2.0,1.31,1.5,0.0,0.0,923.0,6.0,8.0,1.83,1.4,0.0,2.1106628,1811.0,10.0,17.0,2.66,1.4,1.062,0.0,386.85
RbCsMgFeI6,Rb,Cs,Mg,Fe,I,True,0.5,0.14639999999999986,-1.0189432500000002,0.07328118212365808,0.0,1.0,0.82,2.35,0.0,0.0,312.46,0.0,1.0,0.79,2.6,0.0,0.0,301.59,0.0,2.0,1.31,1.5,0.0,0.0,923.0,6.0,8.0,1.83,1.4,0.0,2.1106628,1811.0,10.0,17.0,2.66,1.4,1.062,0.0,386.85
Rb2Cs2MgFe3I12,Rb,Cs,Mg,Fe,I,True,0.75,0.12250000000000005,-0.8910687499999994,0.06915972929032543,0.0,1.0,0.82,2.35,0.0,0.0,312.46,0.0,1.0,0.79,2.6,0.0,0.0,301.59,0.0,2.0,1.31,1.5,0.0,0.0,923.0,6.0,8.0,1.83,1.4,0.0,2.1106628,1811.0,10.0,17.0,2.66,1.4,1.062,0.0,386.85
Cs4Mg3NiI12,Cs,,Mg,Ni,I,True,0.25,0.25170000000000003,-1.1655405,0.05888550545699145,0.0,1.0,0.79,2.6,0.0,0.0,301.59,,,,,,,,0.0,2.0,1.31,1.5,0.0,0.0,923.0,8.0,10.0,1.91,1.35,0.0,0.5953947,1728.0,10.0,17.0,2.66,1.4,1.062,0.0,386.85
Cs2MgNiI6,Cs,,Mg,Ni,I,True,0.5,0.04380000000000006,-0.8963922500000002,0.1859255441236587,0.0,1.0,0.79,2.6,0.0,0.0,301.59,,,,,,,,0.0,2.0,1.31,1.5,0.0,0.0,923.0,8.0,10.0,1.91,1.35,0.0,0.5953947,1728.0,10.0,17.0,2.66,1.4,1.062,0.0,386.85
Cs4MgNi3I12,Cs,,Mg,Ni,I,True,0.75,0.0,-0.83066375,0.10954583279032493,0.0,1.0,0.79,2.6,0.0,0.0,301.59,,,,,,,,0.0,2.0,1.31,1.5,0.0,0.0,923.0,8.0,10.0,1.91,1.35,0.0,0.5953947,1728.0,10.0,17.0,2.66,1.4,1.062,0.0,386.85
K4Mg3CuF12,K,,Mg,Cu,F,True,0.25,0.0,-3.1629797500000003,0.04350056249999934,0.0,1.0,0.82,2.2,0.0,0.0,336.53,,,,,,,,0.0,2.0,1.31,1.5,0.0,0.0,923.0,10.0,11.0,1.9,1.35,0.0,0.0,1357.77,0.0,7.0,3.98,0.5,1.97,0.0,53.5
K2MgCuF6,K,,Mg,Cu,F,True,0.5,0.0,-2.8775442500000006,0.0304543749999997,0.0,1.0,0.82,2.2,0.0,0.0,336.53,,,,,,,,0.0,2.0,1.31,1.5,0.0,0.0,923.0,10.0,11.0,1.9,1.35,0.0,0.0,1357.77,0.0,7.0,3.98,0.5,1.97,0.0,53.5
K4MgCu3F12,K,,Mg,Cu,F,True,0.75,0.0,-2.58757775,0.021939187500000124,0.0,1.0,0.82,2.2,0.0,0.0,336.53,,,,,,,,0.0,2.0,1.31,1.5,0.0,0.0,923.0,10.0,11.0,1.9,1.35,0.0,0.0,1357.77,0.0,7.0,3.98,0.5,1.97,0.0,53.5
K2Rb2Fe3PbCl12,K,Rb,Fe,Pb,Cl,True,0.25,0.023199999999999887,-1.4594452499999995,0.07246858930897204,0.0,1.0,0.82,2.2,0.0,0.0,336.53,0.0,1.0,0.82,2.35,0.0,0.0,312.46,6.0,8.0,1.83,1.4,0.0,2.1106628,1811.0,10.0,28.0,2.33,1.8,0.0,0.0,600.61,0.0,7.0,3.16,1.0,2.493,0.0,171.6
KRbFePbCl6,K,Rb,Fe,Pb,Cl,True,0.5,0.01450000000000018,-1.5296025,0.06256612337147116,0.0,1.0,0.82,2.2,0.0,0.0,336.53,0.0,1.0,0.82,2.35,0.0,0.0,312.46,6.0,8.0,1.83,1.4,0.0,2.1106628,1811.0,10.0,28.0,2.33,1.8,0.0,0.0,600.61,0.0,7.0,3.16,1.0,2.493,0.0,171.6
