formula,A1,A2,B1,B2,X,is_alloy,x_frac,Eg,dHf,dHd,A1_NdValence,A1_NValence,A1_Electronegativity,A1_AtomicRadius,A1_GSbandgap,A1_GSmagmom,A1_MeltingT,A2_NdValence,A2_NValence,A2_Electronegativity,A2_AtomicRadius,A2_GSbandgap,A2_GSmagmom,A2_MeltingT,B1_NdValence,B1_NValence,B1_Electronegativity,B1_AtomicRadius,B1_GSbandgap,B1_GSmagmom,B1_MeltingT,B2_NdValence,B2_NValence,B2_Electronegativity,B2_AtomicRadius,B2_GSbandgap,B2_GSmagmom,B2_MeltingT,X_NdValence,X_NValence,X_Electronegativity,X_AtomicRadius,X_GSbandgap,X_GSmagmom,X_MeltingT
K4Co3SnI12,K,,Co,Sn,I,True,0.25,0.0,-0.6718072500000005,0.16183343204955092,0.0,1.0,0.82,2.2,0.0,0.0,336.53,,,,,,,,7.0,9.0,1.88,1.35,0.0,1.5484712,1768.0,10.0,14.0,1.96,1.45,0.0,0.0,505.08,10.0,17.0,2.66,1.4,1.062,0.0,386.85
K2CoSnI6,K,,Co,Sn,I,True,0.5,0.0,-0.7718885000000004,0.1295316163087783,0.0,1.0,0.82,2.2,0.0,0.0,336.53,,,,,,,,7.0,9.0,1.88,1.35,0.0,1.5484712,1768.0,10.0,14.0,1.96,1.45,0.0,0.0,505.08,10.0,17.0,2.66,1.4,1.062,0.0,386.85
K4CoSn3I12,K,,Co,Sn,I,True,0.75,0.029799999999999827,-0.8877345000000002,0.08146505056800457,0.0,1.0,0.82,2.2,0.0,0.0,336.53,,,,,,,,7.0,9.0,1.88,1.35,0.0,1.5484712,1768.0,10.0,14.0,1.96,1.45,0.0,0.0,505.08,10.0,17.0,2.66,1.4,1.062,0.0,386.85
Rb2Cs2Fe3SrI12,Rb,Cs,Fe,Sr,I,True,0.25,0.03149999999999986,-0.9817705000000003,0.07914230009274359,0.0,1.0,0.82,2.35,0.0,0.0,312.46,0.0,1.0,0.79,2.6,0.0,0.0,301.59,6.0,8.0,1.83,1.4,0.0,2.1106628,1811.0,0.0,2.0,0.95,2.0,0.0,0.0,1050.0,10.0,17.0,2.66,1.4,1.062,0.0,386.85
RbCsFeSrI6,Rb,Cs,Fe,Sr,I,True,0.5,0.0027000000000001467,-1.216921,0.07667207372849649,0.0,1.0,0.82,2.35,0.0,0.0,312.46,0.0,1.0,0.79,2.6,0.0,0.0,301.59,6.0,8.0,1.83,1.4,0.0,2.1106628,1811.0,0.0,2.0,0.95,2.0,0.0,0.0,1050.0,10.0,17.0,2.66,1.4,1.062,0.0,386.85
Rb2Cs2FeSr3I12,Rb,Cs,Fe,Sr,I,True,0.75,0.2259,-1.4729672500000004,0.05195869889516347,0.0,1.0,0.82,2.35,0.0,0.0,312.46,0.0,1.0,0.79,2.6,0.0,0.0,301.59,6.0,8.0,1.83,1.4,0.0,2.1106628,1811.0,0.0,2.0,0.95,2.0,0.0,0.0,1050.0,10.0,17.0,2.66,1.4,1.062,0.0,386.85
Rb4Mg3BaBr12,Rb,,Mg,Ba,Br,True,0.25,3.4618,-1.8701420000000002,0.04187749582450229,0.0,1.0,0.82,2.35,0.0,0.0,312.46,,,,,,,,0.0,2.0,1.31,1.5,0.0,0.0,923.0,0.0,2.0,0.89,2.15,0.0,0.0,1000.0,10.0,17.0,2.96,1.15,1.457,0.0,265.8
Rb2MgBaBr6,Rb,,Mg,Ba,Br,True,0.5,3.5926,-1.9734825,0.048454816032835524,0.0,1.0,0.82,2.35,0.0,0.0,312.46,,,,,,,,0.0,2.0,1.31,1.5,0.0,0.0,923.0,0.0,2.0,0.89,2.15,0.0,0.0,1000.0,10.0,17.0,2.96,1.15,1.457,0.0,265.8
Rb4MgBa3Br12,Rb,,Mg,Ba,Br,True,0.75,4.0902,-2.0907584999999997,0.04109663624116733,0.0,1.0,0.82,2.35,0.0,0.0,312.46,,,,,,,,0.0,2.0,1.31,1.5,0.0,0.0,923.0,0.0,2.0,0.89,2.15,0.0,0.0,1000.0,10.0,17.0,2.96,1.15,1.457,0.0,265.8
Rb4Mn3SnF12,Rb,,Mn,Sn,F,True,0.25,1.8556,-2.7486672499999996,0.017159499999999994,0.0,1.0,0.82,2.35,0.0,0.0,312.46,,,,,,,,5.0,7.0,1.55,1.4,0.0,0.000310120689655,1519.0,10.0,14.0,1.96,1.45,0.0,0.0,505.08,0.0,7.0,3.98,0.5,1.97,0.0,53.5
Rb2MnSnF6,Rb,,Mn,Sn,F,True,0.5,1.9268999999999998,-2.7210697500000003,0.026353999999999544,0.0,1.0,0.82,2.35,0.0,0.0,312.46,,,,,,,,5.0,7.0,1.55,1.4,0.0,0.000310120689655,1519.0,10.0,14.0,1.96,1.45,0.0,0.0,505.08,0.0,7.0,3.98,0.5,1.97,0.0,53.5
Rb4MnSn3F12,Rb,,Mn,Sn,F,True,0.75,2.3358,-2.71048475,0.01853599999999922,0.0,1.0,0.82,2.35,0.0,0.0,312.46,,,,,,,,5.0,7.0,1.55,1.4,0.0,0.000310120689655,1519.0,10.0,14.0,1.96,1.45,0.0,0.0,505.08,0.0,7.0,3.98,0.5,1.97,0.0,53.5
K2Cs2Mg3SnF12,K,Cs,Mg,Sn,F,True,0.25,4.2702,-3.2387997499999996,0.06340060776550072,0.0,1.0,0.82,2.2,0.0,0.0,336.53,0.0,1.0,0.79,2.6,0.0,0.0,301.59,0.0,2.0,1.31,1.5,0.0,0.0,923.0,10.0,14.0,1.96,1.45,0.0,0.0,505.08,0.0,7.0,3.98,0.5,1.97,0.0,53.5
KCsMgSnF6,K,Cs,Mg,Sn,F,True,0.5,3.7228,-3.0509984999999995,0.06683374999999891,0.0,1.0,0.82,2.2,0.0,0.0,336.53,0.0,1.0,0.79,2.6,0.0,0.0,301.59,0.0,2.0,1.31,1.5,0.0,0.0,923.0,10.0,14.0,1.96,1.45,0.0,0.0,505.08,0.0,7.0,3.98,0.5,1.97,0.0,53.5
K2Cs2MgSn3F12,K,Cs,Mg,Sn,F,True,0.75,3.4763,-2.8779505,0.04447098818411188,0.0,1.0,0.82,2.2,0.0,0.0,336.53,0.0,1.0,0.79,2.6,0.0,0.0,301.59,0.0,2.0,1.31,1.5,0.0,0.0,923.0,10.0,14.0,1.96,1.45,0.0,0.0,505.08,0.0,7.0,3.98,0.5,1.97,0.0,53.5
Rb4Cu3SnI12,Rb,,Cu,Sn,I,True,0.25,0.0,-0.8020040000000002,0.07296691317455073,0.0,1.0,0.82,2.35,0.0,0.0,312.46,,,,,,,,10.0,11.0,1.9,1.35,0.0,0.0,1357.77,10.0,14.0,1.96,1.45,0.0,0.0,505.08,10.0,17.0,2.66,1.4,1.062,0.0,386.85
Rb2CuSnI6,Rb,,Cu,Sn,I,True,0.5,0.0,-0.8724935000000003,0.05871070805877787,0.0,1.0,0.82,2.35,0.0,0.0,312.46,,,,,,,,10.0,11.0,1.9,1.35,0.0,0.0,1357.77,10.0,14.0,1.96,1.45,0.0,0.0,505.08,10.0,17.0,2.66,1.4,1.062,0.0,386.85
Rb4CuSn3I12,Rb,,Cu,Sn,I,True,0.75,0.0,-0.942738,0.04469950294300551,0.0,1.0,0.82,2.35,0.0,0.0,312.46,,,,,,,,10.0,11.0,1.9,1.35,0.0,0.0,1357.77,10.0,14.0,1.96,1.45,0.0,0.0,505.08,10.0,17.0,2.66,1.4,1.062,0.0,386.85
K4Fe3NiCl12,K,,Fe,Ni,Cl,True,0.25,0.0,-1.3648519999999997,0.10055563603813544,0.0,1.0,0.82,2.2,0.0,0.0,336.53,,,,,,,,6.0,8.0,1.83,1.4,0.0,2.1106628,1811.0,8.0,10.0,1.91,1.35,0.0,0.5953947,1728.0,0.0,7.0,3.16,1.0,2.493,0.0,171.6
K2FeNiCl6,K,,Fe,Ni,Cl,True,0.5,0.0,-1.3311742500000001,0.10436966562147232,0.0,1.0,0.82,2.2,0.0,0.0,336.53,,,,,,,,6.0,8.0,1.83,1.4,0.0,2.1106628,1811.0,8.0,10.0,1.91,1.35,0.0,0.5953947,1728.0,0.0,7.0,3.16,1.0,2.493,0.0,171.6
K4FeNi3Cl12,K,,Fe,Ni,Cl,True,0.75,0.0,-1.2968635,0.10279476399647214,0.0,1.0,0.82,2.2,0.0,0.0,336.53,,,,,,,,6.0,8.0,1.83,1.4,0.0,2.1106628,1811.0,8.0,10.0,1.91,1.35,0.0,0.5953947,1728.0,0.0,7.0,3.16,1.0,2.493,0.0,171.6
Rb4Mg3BaCl12,Rb,,Mg,Ba,Cl,True,0.25,4.492,-2.1968330000000003,0.04161394874647417,0.0,1.0,0.82,2.35,0.0,0.0,312.46,,,,,,,,0.0,2.0,1.31,1.5,0.0,0.0,923.0,0.0,2.0,0.89,2.15,0.0,0.0,1000.0,0.0,7.0,3.16,1.0,2.493,0.0,171.6
Rb2MgBaCl6,Rb,,Mg,Ba,Cl,True,0.5,4.5135,-2.2842597499999995,0.05901934528814046,0.0,1.0,0.82,2.35,0.0,0.0,312.46,,,,,,,,0.0,2.0,1.31,1.5,0.0,0.0,923.0,0.0,2.0,0.89,2.15,0.0,0.0,1000.0,0.0,7.0,3.16,1.0,2.493,0.0,171.6
Rb4MgBa3Cl12,Rb,,Mg,Ba,Cl,True,0.75,4.9379,-2.38877625,0.050670551329805136,0.0,1.0,0.82,2.35,0.0,0.0,312.46,,,,,,,,0.0,2.0,1.31,1.5,0.0,0.0,923.0,0.0,2.0,0.89,2.15,0.0,0.0,1000.0,0.0,7.0,3.16,1.0,2.493,0.0,171.6
Cs4Ca3ZnBr12,Cs,,Ca,Zn,Br,True,0.25,2.8852,-1.9699322499999998,0.04706059009975094,0.0,1.0,0.79,2.6,0.0,0.0,301.59,,,,,,,,0.0,2.0,1.0,1.8,0.0,0.0,1115.0,10.0,12.0,1.65,1.35,0.0,0.0,692.68,10.0,17.0,2.96,1.15,1.457,0.0,265.8
Cs2CaZnBr6,Cs,,Ca,Zn,Br,True,0.5,2.6377,-1.7778417499999999,0.07586768019949908,0.0,1.0,0.79,2.6,0.0,0.0,301.59,,,,,,,,0.0,2.0,1.0,1.8,0.0,0.0,1115.0,10.0,12.0,1.65,1.35,0.0,0.0,692.68,10.0,17.0,2.96,1.15,1.457,0.0,265.8
Cs4CaZn3Br12,Cs,,Ca,Zn,Br,True,0.75,2.6912,-1.59490275,0.08360997944949844,0.0,1.0,0.79,2.6,0.0,0.0,301.59,,,,,,,,0.0,2.0,1.0,1.8,0.0,0.0,1115.0,10.0,12.0,1.65,1.35,0.0,0.0,692.68,10.0,17.0,2.96,1.15,1.457,0.0,265.8
Rb2Cs2V3SnBr12,Rb,Cs,V,Sn,Br,True,0.25,0.25939999999999985,-1.3470545,0.05769974348650697,0.0,1.0,0.82,2.35,0.0,0.0,312.46,0.0,1.0,0.79,2.6,0.0,0.0,301.59,3.0,5.0,1.63,1.35,0.0,0.0,2183.0,10.0,14.0,1.96,1.45,0.0,0.0,505.08,10.0,17.0,2.96,1.15,1.457,0.0,265.8
RbCsVSnBr6,Rb,Cs,V,Sn,Br,True,0.5,0.15180000000000016,-1.3628957500000005,0.0472189115790691,0.0,1.0,0.82,2.35,0.0,0.0,312.46,0.0,1.0,0.79,2.6,0.0,0.0,301.59,3.0,5.0,1.63,1.35,0.0,0.0,2183.0,10.0,14.0,1.96,1.45,0.0,0.0,505.08,10.0,17.0,2.96,1.15,1.457,0.0,265.8
Rb2Cs2VSn3Br12,Rb,Cs,V,Sn,Br,True,0.75,0.5670999999999999,-1.3898415,0.023942051133434727,0.0,1.0,0.82,2.35,0.0,0.0,312.46,0.0,1.0,0.79,2.6,0.0,0.0,301.59,3.0,5.0,1.63,1.35,0.0,0.0,2183.0,10.0,14.0,1.96,1.45,0.0,0.0,505.08,10.0,17.0,2.96,1.15,1.457,0.0,265.8
K2Cs2Ni3SnCl12,K,Cs,Ni,Sn,Cl,True,0.25,0.0,-1.3590940000000002,0.1220733747140339,0.0,1.0,0.82,2.2,0.0,0.0,336.53,0.0,1.0,0.79,2.6,0.0,0.0,301.59,8.0,10.0,1.91,1.35,0.0,0.5953947,1728.0,10.0,14.0,1.96,1.45,0.0,0.0,505.08,0.0,7.0,3.16,1.0,2.493,0.0,171.6
KCsNiSnCl6,K,Cs,Ni,Sn,Cl,True,0.5,0.0,-1.4514829999999996,0.1182812408065943,0.0,1.0,0.82,2.2,0.0,0.0,336.53,0.0,1.0,0.79,2.6,0.0,0.0,301.59,8.0,10.0,1.91,1.35,0.0,0.5953947,1728.0,10.0,14.0,1.96,1.45,0.0,0.0,505.08,0.0,7.0,3.16,1.0,2.493,0.0,171.6
K2Cs2NiSn3Cl12,K,Cs,Ni,Sn,Cl,True,0.75,0.053300000000000125,-1.5517219999999994,0.06529833764915383,0.0,1.0,0.82,2.2,0.0,0.0,336.53,0.0,1.0,0.79,2.6,0.0,0.0,301.59,8.0,10.0,1.91,1.35,0.0,0.5953947,1728.0,10.0,14.0,1.96,1.45,0.0,0.0,505.08,0.0,7.0,3.16,1.0,2.493,0.0,171.6
K2Cs2V3BaCl12,K,Cs,V,Ba,Cl,True,0.25,0.23089999999999966,-1.8469852499999995,0.07322485137147083,0.0,1.0,0.82,2.2,0.0,0.0,336.53,0.0,1.0,0.79,2.6,0.0,0.0,301.59,3.0,5.0,1.63,1.35,0.0,0.0,2183.0,0.0,2.0,0.89,2.15,0.0,0.0,1000.0,0.0,7.0,3.16,1.0,2.493,0.0,171.6
KCsVBaCl6,K,Cs,V,Ba,Cl,True,0.5,0.4203000000000001,-2.04997825,0.08640767387147275,0.0,1.0,0.82,2.2,0.0,0.0,336.53,0.0,1.0,0.79,2.6,0.0,0.0,301.59,3.0,5.0,1.63,1.35,0.0,0.0,2183.0,0.0,2.0,0.89,2.15,0.0,0.0,1000.0,0.0,7.0,3.16,1.0,2.493,0.0,171.6
K2Cs2VBa3Cl12,K,Cs,V,Ba,Cl,True,0.75,0.2778999999999998,-2.255704499999999,0.0835016983714727,0.0,1.0,0.82,2.2,0.0,0.0,336.53,0.0,1.0,0.79,2.6,0.0,0.0,301.59,3.0,5.0,1.63,1.35,0.0,0.0,2183.0,0.0,2.0,0.89,2.15,0.0,0.0,1000.0,0.0,7.0,3.16,1.0,2.493,0.0,171.6
Rb2Cs2Mn3FeF12,Rb,Cs,Mn,Fe,F,True,0.25,0.9342999999999999,-2.6844737500000013,0.05100905548831047,0.0,1.0,0.82,2.35,0.0,0.0,312.46,0.0,1.0,0.79,2.6,0.0,0.0,301.59,5.0,7.0,1.55,1.4,0.0,0.000310120689655,1519.0,6.0,8.0,1.83,1.4,0.0,2.1106628,1811.0,0.0,7.0,3.98,0.5,1.97,0.0,53.5
RbCsMnFeF6,Rb,Cs,Mn,Fe,F,True,0.5,0.2336999999999998,-2.588540750000001,0.09298203085796786,0.0,1.0,0.82,2.35,0.0,0.0,312.46,0.0,1.0,0.79,2.6,0.0,0.0,301.59,5.0,7.0,1.55,1.4,0.0,0.000310120689655,1519.0,6.0,8.0,1.83,1.4,0.0,2.1106628,1811.0,0.0,7.0,3.98,0.5,1.97,0.0,53.5
Rb2Cs2MnFe3F12,Rb,Cs,Mn,Fe,F,True,0.75,0.028000000000000025,-2.449882250000001,0.1729451197516525,0.0,1.0,0.82,2.35,0.0,0.0,312.46,0.0,1.0,0.79,2.6,0.0,0.0,301.59,5.0,7.0,1.55,1.4,0.0,0.000310120689655,1519.0,6.0,8.0,1.83,1.4,0.0,2.1106628,1811.0,0.0,7.0,3.98,0.5,1.97,0.0,53.5
K2Rb2Ca3FeCl12,K,Rb,Ca,Fe,Cl,True,0.25,0.27370000000000005,-2.1878397499999997,0.025379285717868516,0.0,1.0,0.82,2.2,0.0,0.0,336.53,0.0,1.0,0.82,2.35,0.0,0.0,312.46,0.0,2.0,1.0,1.8,0.0,0.0,1115.0,6.0,8.0,1.83,1.4,0.0,2.1106628,1811.0,0.0,7.0,3.16,1.0,2.493,0.0,171.6
KRbCaFeCl6,K,Rb,Ca,Fe,Cl,True,0.5,0.21240000000000014,-1.9095797499999996,0.05567682143573549,0.0,1.0,0.82,2.2,0.0,0.0,336.53,0.0,1.0,0.82,2.35,0.0,0.0,312.46,0.0,2.0,1.0,1.8,0.0,0.0,1115.0,6.0,8.0,1.83,1.4,0.0,2.1106628,1811.0,0.0,7.0,3.16,1.0,2.493,0.0,171.6
K2Rb2CaFe3Cl12,K,Rb,Ca,Fe,Cl,True,0.75,0.13819999999999988,-1.6453145,0.07197960715360541,0.0,1.0,0.82,2.2,0.0,0.0,336.53,0.0,1.0,0.82,2.35,0.0,0.0,312.46,0.0,2.0,1.0,1.8,0.0,0.0,1115.0,6.0,8.0,1.83,1.4,0.0,2.1106628,1811.0,0.0,7.0,3.16,1.0,2.493,0.0,171.6
K4Ca3SnBr12,K,,Ca,Sn,Br,True,0.25,3.4584,-1.9397019999999998,0.014748630792063011,0.0,1.0,0.82,2.2,0.0,0.0,336.53,,,,,,,,0.0,2.0,1.0,1.8,0.0,0.0,1115.0,10.0,14.0,1.96,1.45,0.0,0.0,505.08,10.0,17.0,2.96,1.15,1.457,0.0,265.8
K2CaSnBr6,K,,Ca,Sn,Br,True,0.5,2.3280000000000003,-1.7495685,0.017978420134623363,0.0,1.0,0.82,2.2,0.0,0.0,336.53,,,,,,,,0.0,2.0,1.0,1.8,0.0,0.0,1115.0,10.0,14.0,1.96,1.45,0.0,0.0,505.08,10.0,17.0,2.96,1.15,1.457,0.0,265.8
K4CaSn3Br12,K,,Ca,Sn,Br,True,0.75,2.1025,-1.5606809999999995,0.01899844872718326,0.0,1.0,0.82,2.2,0.0,0.0,336.53,,,,,,,,0.0,2.0,1.0,1.8,0.0,0.0,1115.0,10.0,14.0,1.96,1.45,0.0,0.0,505.08,10.0,17.0,2.96,1.15,1.457,0.0,265.8
Rb4Mg3FeBr12,Rb,,Mg,Fe,Br,True,0.25,0.3833,-1.5943214999999995,0.05709518269950298,0.0,1.0,0.82,2.35,0.0,0.0,312.46,,,,,,,,0.0,2.0,1.31,1.5,0.0,0.0,923.0,6.0,8.0,1.83,1.4,0.0,2.1106628,1811.0,10.0,17.0,2.96,1.15,1.457,0.0,265.8
Rb2MgFeBr6,Rb,,Mg,Fe,Br,True,0.5,0.04479999999999995,-1.4286410000000003,0.07209068978283684,0.0,1.0,0.82,2.35,0.0,0.0,312.46,,,,,,,,0.0,2.0,1.31,1.5,0.0,0.0,923.0,6.0,8.0,1.83,1.4,0.0,2.1106628,1811.0,10.0,17.0,2.96,1.15,1.457,0.0,265.8
Rb4MgFe3Br12,Rb,,Mg,Fe,Br,True,0.75,0.005600000000000049,-1.27760575,0.07244094686616975,0.0,1.0,0.82,2.35,0.0,0.0,312.46,,,,,,,,0.0,2.0,1.31,1.5,0.0,0.0,923.0,6.0,8.0,1.83,1.4,0.0,2.1106628,1811.0,10.0,17.0,2.96,1.15,1.457,0.0,265.8
K2Cs2Fe3SrCl12,K,Cs,Fe,Sr,Cl,True,0.25,0.04960000000000009,-1.6823795000000001,0.05487339287147819,0.0,1.0,0.82,2.2,0.0,0.0,336.53,0.0,1.0,0.79,2.6,0.0,0.0,301.59,6.0,8.0,1.83,1.4,0.0,2.1106628,1811.0,0.0,2.0,0.95,2.0,0.0,0.0,1050.0,0.0,7.0,3.16,1.0,2.493,0.0,171.6
KCsFeSrCl6,K,Cs,Fe,Sr,Cl,True,0.5,0.029999999999999805,-1.9275125000000006,0.06864504249647396,0.0,1.0,0.82,2.2,0.0,0.0,336.53,0.0,1.0,0.79,2.6,0.0,0.0,301.59,6.0,8.0,1.83,1.4,0.0,2.1106628,1811.0,0.0,2.0,0.95,2.0,0.0,0.0,1050.0,0.0,7.0,3.16,1.0,2.493,0.0,171.6
K2Cs2FeSr3Cl12,K,Cs,Fe,Sr,Cl,True,0.75,0.3025000000000002,-2.2075922500000003,0.04746994212147371,0.0,1.0,0.82,2.2,0.0,0.0,336.53,0.0,1.0,0.79,2.6,0.0,0.0,301.59,6.0,8.0,1.83,1.4,0.0,2.1106628,1811.0,0.0,2.0,0.95,2.0,0.0,0.0,1050.0,0.0,7.0,3.16,1.0,2.493,0.0,171.6
KRbNiSnI6,K,Rb,Ni,Sn,I,True,0.5,0.014100000000000001,-0.7997349999999998,0.10748729914211275,0.0,1.0,0.82,2.2,0.0,0.0,336.53,0.0,1.0,0.82,2.35,0.0,0.0,312.46,8.0,10.0,1.91,1.35,0.0,0.5953947,1728.0,10.0,14.0,1.96,1.45,0.0,0.0,505.08,10.0,17.0,2.66,1.4,1.062,0.0,386.85
K2Rb2NiSn3I12,K,Rb,Ni,Sn,I,True,0.75,0.0,-0.9074662499999995,0.06630734523467208,0.0,1.0,0.82,2.2,0.0,0.0,336.53,0.0,1.0,0.82,2.35,0.0,0.0,312.46,8.0,10.0,1.91,1.35,0.0,0.5953947,1728.0,10.0,14.0,1.96,1.45,0.0,0.0,505.08,10.0,17.0,2.66,1.4,1.062,0.0,386.85
Rb2Cs2Cr3MnF12,Rb,Cs,Cr,Mn,F,True,0.25,0.12870000000000026,-2.7141040000000003,0.09532358480720937,0.0,1.0,0.82,2.35,0.0,0.0,312.46,0.0,1.0,0.79,2.6,0.0,0.0,301.59,5.0,6.0,1.66,1.4,0.0,0.0,2180.0,5.0,7.0,1.55,1.4,0.0,0.000310120689655,1519.0,0.0,7.0,3.98,0.5,1.97,0.0,53.5
RbCsCrMnF6,Rb,Cs,Cr,Mn,F,True,0.5,0.20999999999999996,-2.731989500000001,0.08041994324805657,0.0,1.0,0.82,2.35,0.0,0.0,312.46,0.0,1.0,0.79,2.6,0.0,0.0,301.59,5.0,6.0,1.66,1.4,0.0,0.0,2180.0,5.0,7.0,1.55,1.4,0.0,0.000310120689655,1519.0,0.0,7.0,3.98,0.5,1.97,0.0,53.5
Rb2Cs2CrMn3F12,Rb,Cs,Cr,Mn,F,True,0.75,0.6997999999999998,-2.7463080000000004,0.060080829143482894,0.0,1.0,0.82,2.35,0.0,0.0,312.46,0.0,1.0,0.79,2.6,0.0,0.0,301.59,5.0,6.0,1.66,1.4,0.0,0.0,2180.0,5.0,7.0,1.55,1.4,0.0,0.000310120689655,1519.0,0.0,7.0,3.98,0.5,1.97,0.0,53.5
Na2K2Co3NiCl12,Na,K,Co,Ni,Cl,True,0.25,0.0,-1.2238482500000003,0.10806607495663956,0.0,1.0,0.93,1.8,0.0,0.0,370.87,0.0,1.0,0.82,2.2,0.0,0.0,336.53,7.0,9.0,1.88,1.35,0.0,1.5484712,1768.0,8.0,10.0,1.91,1.35,0.0,0.5953947,1728.0,0.0,7.0,3.16,1.0,2.493,0.0,171.6
NaKCoNiCl6,Na,K,Co,Ni,Cl,True,0.5,0.0,-1.2249164999999997,0.1115284119566402,0.0,1.0,0.93,1.8,0.0,0.0,370.87,0.0,1.0,0.82,2.2,0.0,0.0,336.53,7.0,9.0,1.88,1.35,0.0,1.5484712,1768.0,8.0,10.0,1.91,1.35,0.0,0.5953947,1728.0,0.0,7.0,3.16,1.0,2.493,0.0,171.6
Na2K2CoNi3Cl12,Na,K,Co,Ni,Cl,True,0.75,0.0,-1.2252310000000002,0.1157444989566403,0.0,1.0,0.93,1.8,0.0,0.0,370.87,0.0,1.0,0.82,2.2,0.0,0.0,336.53,7.0,9.0,1.88,1.35,0.0,1.5484712,1768.0,8.0,10.0,1.91,1.35,0.0,0.5953947,1728.0,0.0,7.0,3.16,1.0,2.493,0.0,171.6
Cs4Ni3CdCl12,Cs,,Ni,Cd,Cl,True,0.25,0.0,-1.377156,0.08502268287147308,0.0,1.0,0.79,2.6,0.0,0.0,301.59,,,,,,,,8.0,10.0,1.91,1.35,0.0,0.5953947,1728.0,10.0,12.0,1.69,1.55,0.0,0.0,594.22,0.0,7.0,3.16,1.0,2.493,0.0,171.6
Cs2NiCdCl6,Cs,,Ni,Cd,Cl,True,0.5,0.12850000000000006,-1.4730832500000002,0.07579964037147136,0.0,1.0,0.79,2.6,0.0,0.0,301.59,,,,,,,,8.0,10.0,1.91,1.35,0.0,0.5953947,1728.0,10.0,12.0,1.69,1.55,0.0,0.0,594.22,0.0,7.0,3.16,1.0,2.493,0.0,171.6
Cs4NiCd3Cl12,Cs,,Ni,Cd,Cl,True,0.75,0.7726000000000001,-1.5732702499999998,0.049835900871470606,0.0,1.0,0.79,2.6,0.0,0.0,301.59,,,,,,,,8.0,10.0,1.91,1.35,0.0,0.5953947,1728.0,10.0,12.0,1.69,1.55,0.0,0.0,594.22,0.0,7.0,3.16,1.0,2.493,0.0,171.6
K2Cs2Ti3BaCl12,K,Cs,Ti,Ba,Cl,True,0.25,0.0383,-1.9397787499999999,0.13892099102153743,0.0,1.0,0.82,2.2,0.0,0.0,336.53,0.0,1.0,0.79,2.6,0.0,0.0,301.59,2.0,4.0,1.54,1.4,0.0,2.25333333333e-05,1941.0,0.0,2.0,0.89,2.15,0.0,0.0,1000.0,0.0,7.0,3.16,1.0,2.493,0.0,171.6
KCsTiBaCl6,K,Cs,Ti,Ba,Cl,True,0.5,0.02499999999999991,-2.0854799999999996,0.14875990695722763,0.0,1.0,0.82,2.2,0.0,0.0,336.53,0.0,1.0,0.79,2.6,0.0,0.0,301.59,2.0,4.0,1.54,1.4,0.0,2.25333333333e-05,1941.0,0.0,2.0,0.89,2.15,0.0,0.0,1000.0,0.0,7.0,3.16,1.0,2.493,0.0,171.6
K2Cs2TiBa3Cl12,K,Cs,Ti,Ba,Cl,True,0.75,0.12619999999999987,-2.3051385000000004,0.082994689914349,0.0,1.0,0.82,2.2,0.0,0.0,336.53,0.0,1.0,0.79,2.6,0.0,0.0,301.59,2.0,4.0,1.54,1.4,0.0,2.25333333333e-05,1941.0,0.0,2.0,0.89,2.15,0.0,0.0,1000.0,0.0,7.0,3.16,1.0,2.493,0.0,171.6
Rb4Ti3SnBr12,Rb,,Ti,Sn,Br,True,0.25,0.0,-1.4410719999999997,0.13691722293871855,0.0,1.0,0.82,2.35,0.0,0.0,312.46,,,,,,,,2.0,4.0,1.54,1.4,0.0,2.25333333333e-05,1941.0,10.0,14.0,1.96,1.45,0.0,0.0,505.08,10.0,17.0,2.96,1.15,1.457,0.0,265.8
Rb2TiSnBr6,Rb,,Ti,Sn,Br,True,0.5,0.040000000000000036,-1.41091375,0.1142948188281303,0.0,1.0,0.82,2.35,0.0,0.0,312.46,,,,,,,,2.0,4.0,1.54,1.4,0.0,2.25333333333e-05,1941.0,10.0,14.0,1.96,1.45,0.0,0.0,505.08,10.0,17.0,2.96,1.15,1.457,0.0,265.8
Rb4TiSn3Br12,Rb,,Ti,Sn,Br,True,0.75,0.0,-1.4025312499999998,0.06068368682393688,0.0,1.0,0.82,2.35,0.0,0.0,312.46,,,,,,,,2.0,4.0,1.54,1.4,0.0,2.25333333333e-05,1941.0,10.0,14.0,1.96,1.45,0.0,0.0,505.08,10.0,17.0,2.96,1.15,1.457,0.0,265.8
K2Cs2Pd3CdBr12,K,Cs,Pd,Cd,Br,True,0.25,0.0,-1.1476155000000006,0.07322935282449938,0.0,1.0,0.82,2.2,0.0,0.0,336.53,0.0,1.0,0.79,2.6,0.0,0.0,301.59,10.0,10.0,2.2,1.4,0.0,0.0,1828.05,10.0,12.0,1.69,1.55,0.0,0.0,594.22,10.0,17.0,2.96,1.15,1.457,0.0,265.8
KCsPdCdBr6,K,Cs,Pd,Cd,Br,True,0.5,0.1286,-1.2267925,0.07626401994949905,0.0,1.0,0.82,2.2,0.0,0.0,336.53,0.0,1.0,0.79,2.6,0.0,0.0,301.59,10.0,10.0,2.2,1.4,0.0,0.0,1828.05,10.0,12.0,1.69,1.55,0.0,0.0,594.22,10.0,17.0,2.96,1.15,1.457,0.0,265.8
