formula,alloy_id,A1,A2,B1,B2,X,is_alloy,x_frac,Eg,dHf,dHd,Efermi,Ag_up_vbm_orb_idx,Ag_up_vbm_frac,Cs_up_vbm_orb_idx,Cs_up_vbm_frac,Cd_up_vbm_orb_idx,Cd_up_vbm_frac,Co_up_vbm_orb_idx,Co_up_vbm_frac,F_up_vbm_orb_idx,F_up_vbm_frac,Ag_up_cbm_orb_idx,Ag_up_cbm_frac,Cs_up_cbm_orb_idx,Cs_up_cbm_frac,Cd_up_cbm_orb_idx,Cd_up_cbm_frac,Co_up_cbm_orb_idx,Co_up_cbm_frac,F_up_cbm_orb_idx,F_up_cbm_frac,Ag_down_vbm_orb_idx,Ag_down_vbm_frac,Cs_down_vbm_orb_idx,Cs_down_vbm_frac,Cd_down_vbm_orb_idx,Cd_down_vbm_frac,Co_down_vbm_orb_idx,Co_down_vbm_frac,F_down_vbm_orb_idx,F_down_vbm_frac,Ag_down_cbm_orb_idx,Ag_down_cbm_frac,Cs_down_cbm_orb_idx,Cs_down_cbm_frac,Cd_down_cbm_orb_idx,Cd_down_cbm_frac,Co_down_cbm_orb_idx,Co_down_cbm_frac,F_down_cbm_orb_idx,F_down_cbm_frac,Cu_up_vbm_orb_idx,Cu_up_vbm_frac,Cu_up_cbm_orb_idx,Cu_up_cbm_frac,Cu_down_vbm_orb_idx,Cu_down_vbm_frac,Cu_down_cbm_orb_idx,Cu_down_cbm_frac,Mg_up_vbm_orb_idx,Mg_up_vbm_frac,Mg_up_cbm_orb_idx,Mg_up_cbm_frac,Mg_down_vbm_orb_idx,Mg_down_vbm_frac,Mg_down_cbm_orb_idx,Mg_down_cbm_frac,Ca_up_vbm_orb_idx,Ca_up_vbm_frac,Ca_up_cbm_orb_idx,Ca_up_cbm_frac,Ca_down_vbm_orb_idx,Ca_down_vbm_frac,Ca_down_cbm_orb_idx,Ca_down_cbm_frac,Cl_up_vbm_orb_idx,Cl_up_vbm_frac,Cl_up_cbm_orb_idx,Cl_up_cbm_frac,Cl_down_vbm_orb_idx,Cl_down_vbm_frac,Cl_down_cbm_orb_idx,Cl_down_cbm_frac,Br_up_vbm_orb_idx,Br_up_vbm_frac,Br_up_cbm_orb_idx,Br_up_cbm_frac,Br_down_vbm_orb_idx,Br_down_vbm_frac,Br_down_cbm_orb_idx,Br_down_cbm_frac,Ni_up_vbm_orb_idx,Ni_up_vbm_frac,Ni_up_cbm_orb_idx,Ni_up_cbm_frac,Ni_down_vbm_orb_idx,Ni_down_vbm_frac,Ni_down_cbm_orb_idx,Ni_down_cbm_frac,Zn_up_vbm_orb_idx,Zn_up_vbm_frac,Zn_up_cbm_orb_idx,Zn_up_cbm_frac,Zn_down_vbm_orb_idx,Zn_down_vbm_frac,Zn_down_cbm_orb_idx,Zn_down_cbm_frac,Ba_up_vbm_orb_idx,Ba_up_vbm_frac,Pb_up_vbm_orb_idx,Pb_up_vbm_frac,Ba_up_cbm_orb_idx,Ba_up_cbm_frac,Pb_up_cbm_orb_idx,Pb_up_cbm_frac,Ba_down_vbm_orb_idx,Ba_down_vbm_frac,Pb_down_vbm_orb_idx,Pb_down_vbm_frac,Ba_down_cbm_orb_idx,Ba_down_cbm_frac,Pb_down_cbm_orb_idx,Pb_down_cbm_frac,I_up_vbm_orb_idx,I_up_vbm_frac,I_up_cbm_orb_idx,I_up_cbm_frac,I_down_vbm_orb_idx,I_down_vbm_frac,I_down_cbm_orb_idx,I_down_cbm_frac,Cr_up_vbm_orb_idx,Cr_up_vbm_frac,Cr_up_cbm_orb_idx,Cr_up_cbm_frac,Cr_down_vbm_orb_idx,Cr_down_vbm_frac,Cr_down_cbm_orb_idx,Cr_down_cbm_frac,Fe_up_vbm_orb_idx,Fe_up_vbm_frac,Fe_up_cbm_orb_idx,Fe_up_cbm_frac,Fe_down_vbm_orb_idx,Fe_down_vbm_frac,Fe_down_cbm_orb_idx,Fe_down_cbm_frac,Mn_up_vbm_orb_idx,Mn_up_vbm_frac,Mn_up_cbm_orb_idx,Mn_up_cbm_frac,Mn_down_vbm_orb_idx,Mn_down_vbm_frac,Mn_down_cbm_orb_idx,Mn_down_cbm_frac,Pd_up_vbm_orb_idx,Pd_up_vbm_frac,Pd_up_cbm_orb_idx,Pd_up_cbm_frac,Pd_down_vbm_orb_idx,Pd_down_vbm_frac,Pd_down_cbm_orb_idx,Pd_down_cbm_frac,Sn_up_vbm_orb_idx,Sn_up_vbm_frac,Sn_up_cbm_orb_idx,Sn_up_cbm_frac,Sn_down_vbm_orb_idx,Sn_down_vbm_frac,Sn_down_cbm_orb_idx,Sn_down_cbm_frac,Sr_up_vbm_orb_idx,Sr_up_vbm_frac,Sr_up_cbm_orb_idx,Sr_up_cbm_frac,Sr_down_vbm_orb_idx,Sr_down_vbm_frac,Sr_down_cbm_orb_idx,Sr_down_cbm_frac,Ti_up_vbm_orb_idx,Ti_up_vbm_frac,Ti_up_cbm_orb_idx,Ti_up_cbm_frac,Ti_down_vbm_orb_idx,Ti_down_vbm_frac,Ti_down_cbm_orb_idx,Ti_down_cbm_frac,V_up_vbm_orb_idx,V_up_vbm_frac,V_up_cbm_orb_idx,V_up_cbm_frac,V_down_vbm_orb_idx,V_down_vbm_frac,V_down_cbm_orb_idx,V_down_cbm_frac,Pt_up_vbm_orb_idx,Pt_up_vbm_frac,Pt_up_cbm_orb_idx,Pt_up_cbm_frac,Pt_down_vbm_orb_idx,Pt_down_vbm_frac,Pt_down_cbm_orb_idx,Pt_down_cbm_frac,K_up_vbm_orb_idx,K_up_vbm_frac,K_up_cbm_orb_idx,K_up_cbm_frac,K_down_vbm_orb_idx,K_down_vbm_frac,K_down_cbm_orb_idx,K_down_cbm_frac,Rb_up_vbm_orb_idx,Rb_up_vbm_frac,Rb_up_cbm_orb_idx,Rb_up_cbm_frac,Rb_down_vbm_orb_idx,Rb_down_vbm_frac,Rb_down_cbm_orb_idx,Rb_down_cbm_frac,Li_up_vbm_orb_idx,Li_up_vbm_frac,Li_up_cbm_orb_idx,Li_up_cbm_frac,Li_down_vbm_orb_idx,Li_down_vbm_frac,Li_down_cbm_orb_idx,Li_down_cbm_frac,Na_up_vbm_orb_idx,Na_up_vbm_frac,Na_up_cbm_orb_idx,Na_up_cbm_frac,Na_down_vbm_orb_idx,Na_down_vbm_frac,Na_down_cbm_orb_idx,Na_down_cbm_frac
KRbTiSrBr6,KRbTiSrBr6,K,Rb,Ti,Sr,Br,True,0.5,0.15480000000000005,-1.80892025,0.08378266282812863,1.98860208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,1.0,1.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,2.0,1.0,2.0,1.0,-1.0,0.0,2.0,1.0,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,
K2Rb2TiSr3Br12,KRbTiSrBr6,K,Rb,Ti,Sr,Br,True,0.75,0.20570000000000022,-1.9870975000000002,0.05349915588881382,2.14356938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,1.0,1.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,2.0,1.0,2.0,1.0,-1.0,0.0,2.0,1.0,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,
Rb2Cs2V3CdCl12,RbCsVCdCl6,Rb,Cs,V,Cd,Cl,True,0.25,0.03440000000000021,-1.6525537500000003,0.054306254621470984,2.78997193,,,1.0,0.0013,0.0,0.0104,,,,,,,1.0,0.0013,0.0,0.0104,,,,,,,-1.0,0.0,-1.0,0.0,,,,,,,-1.0,0.0,0.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0753,1.0,0.0753,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.9122,2.0,0.9122,-1.0,0.0,2.0,0.5,,,,,,,,,,,,,,,,,1.0,0.0008,1.0,0.0008,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,
RbCsVCdCl6,RbCsVCdCl6,Rb,Cs,V,Cd,Cl,True,0.5,0.0,-1.6521067499999997,0.05194648003814173,2.44623375,,,1.0,0.0012,0.0,0.0056,,,,,,,1.0,0.0012,0.0,0.0056,,,,,,,0.0,0.0005,0.0,0.614,,,,,,,0.0,0.0005,0.0,0.614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0726,1.0,0.0726,1.0,0.2961,1.0,0.2961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.9197,2.0,0.9197,0.0,0.0889,0.0,0.0889,,,,,,,,,,,,,,,,,1.0,0.0009,1.0,0.0009,0.0,0.0005,0.0,0.0005,,,,,,,,,,,,,,,,
Rb2Cs2VCd3Cl12,RbCsVCdCl6,Rb,Cs,V,Cd,Cl,True,0.75,0.0,-1.6545130000000001,0.042686861788139296,2.04408133,,,1.0,0.0006,0.0,0.0369,,,,,,,1.0,0.0006,0.0,0.0369,,,,,,,-1.0,0.0,0.0,0.6639,,,,,,,-1.0,0.0,0.0,0.6639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0943,1.0,0.0943,1.0,0.3074,1.0,0.3074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.8678,2.0,0.8678,0.0,0.0287,0.0,0.0287,,,,,,,,,,,,,,,,,1.0,0.0003,1.0,0.0003,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,
Cs4Cu3SnCl12,Cs2CuSnCl6,Cs,,Cu,Sn,Cl,True,0.25,0.0,-1.4414457499999997,0.038205743339031706,1.345939,,,1.0,0.0007,,,,,,,,,1.0,0.0007,,,,,,,,,1.0,0.0007,,,,,,,,,1.0,0.0007,,,,,,,2.0,0.5673,2.0,0.5673,2.0,0.5673,2.0,0.5673,,,,,,,,,,,,,,,,,1.0,0.3864,1.0,0.3864,1.0,0.3864,1.0,0.3864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0456,0.0,0.0456,0.0,0.0456,0.0,0.0456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cs2CuSnCl6,Cs2CuSnCl6,Cs,,Cu,Sn,Cl,True,0.5,0.0,-1.5200300000000002,0.07853213705659146,1.44910745,,,1.0,0.0008,,,,,,,,,1.0,0.0008,,,,,,,,,1.0,0.0008,,,,,,,,,1.0,0.0008,,,,,,,2.0,0.4685,2.0,0.4685,2.0,0.4685,2.0,0.4685,,,,,,,,,,,,,,,,,1.0,0.3912,1.0,0.3912,1.0,0.3912,1.0,0.3912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.1395,0.0,0.1395,0.0,0.1395,0.0,0.1395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cs4CuSn3Cl12,Cs2CuSnCl6,Cs,,Cu,Sn,Cl,True,0.75,0.0,-1.5947437499999997,0.04000018673248373,1.56614704,,,1.0,0.0004,,,,,,,,,1.0,0.0004,,,,,,,,,1.0,0.0004,,,,,,,,,1.0,0.0004,,,,,,,2.0,0.3429,2.0,0.3429,2.0,0.3429,2.0,0.3429,,,,,,,,,,,,,,,,,1.0,0.426,1.0,0.426,1.0,0.426,1.0,0.426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.2308,0.0,0.2308,0.0,0.2308,0.0,0.2308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rb2Cs2Ba3PbF12,RbCsBaPbF6,Rb,Cs,Ba,Pb,F,True,0.25,4.8338,-3.3472575,0.05079118610899602,-0.94254491,,,-1.0,0.0,,,,,-1.0,0.0,,,-1.0,0.0,,,,,-1.0,0.0,,,-1.0,0.0,,,,,-1.0,0.0,,,-1.0,0.0,,,,,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,
RbCsBaPbF6,RbCsBaPbF6,Rb,Cs,Ba,Pb,F,True,0.5,4.1357,-3.13821325,0.03917070973933168,-0.12180487,,,-1.0,0.0,,,,,1.0,0.375,,,-1.0,0.0,,,,,-1.0,0.0,,,-1.0,0.0,,,,,1.0,0.375,,,-1.0,0.0,,,,,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,0.0,0.625,-1.0,0.0,1.0,1.0,-1.0,0.0,0.0,0.625,-1.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,
Rb2Cs2BaPb3F12,RbCsBaPbF6,Rb,Cs,Ba,Pb,F,True,0.75,3.8719000000000006,-2.92928825,0.026596350739334085,0.43467953,,,-1.0,0.0,,,,,-1.0,0.0,,,-1.0,0.0,,,,,-1.0,0.0,,,-1.0,0.0,,,,,-1.0,0.0,,,-1.0,0.0,,,,,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,1.0,1.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,
Rb4Co3BaCl12,Rb2CoBaCl6,Rb,,Co,Ba,Cl,True,0.25,0.33320000000000005,-1.5524200000000001,0.12367264587147098,1.09474638,,,,,,,2.0,0.5429,,,,,,,,,-1.0,0.0,,,,,,,,,2.0,1.0,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.4571,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,,,-1.0,0.0,,,-1.0,0.0,,,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,
Rb2CoBaCl6,Rb2CoBaCl6,Rb,,Co,Ba,Cl,True,0.5,0.29700000000000004,-1.8534085,0.12117890637147077,0.81842361,,,,,,,2.0,0.5238,,,,,,,,,-1.0,0.0,,,,,,,,,2.0,1.0,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.4762,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,,,-1.0,0.0,,,-1.0,0.0,,,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,
Rb4CoBa3Cl12,Rb2CoBaCl6,Rb,,Co,Ba,Cl,True,0.75,0.38020000000000004,-2.1662835,0.08881745687147014,0.42815034,,,,,,,2.0,0.5556,,,,,,,,,-1.0,0.0,,,,,,,,,2.0,1.0,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.4444,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,,,-1.0,0.0,,,-1.0,0.0,,,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,
Rb4Sr3PbCl12,Rb2SrPbCl6,Rb,,Sr,Pb,Cl,True,0.25,4.6013,-2.2979495,0.003934606371475802,-0.83387208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,,,1.0,1.0,,,-1.0,0.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,
Rb2SrPbCl6,Rb2SrPbCl6,Rb,,Sr,Pb,Cl,True,0.5,3.5462000000000002,-2.099919,0.004860709371476535,-0.25651375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,,,-1.0,0.0,,,-1.0,0.0,,,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,
Rb4SrPb3Cl12,Rb2SrPbCl6,Rb,,Sr,Pb,Cl,True,0.75,3.3125999999999998,-1.9019217499999996,0.005753562371476395,0.06400619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,,,-1.0,0.0,,,-1.0,0.0,,,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,
K2Cs2Mn3SrF12,KCsMnSrF6,K,Cs,Mn,Sr,F,True,0.25,2.109,-2.97870275,0.04021355371429358,1.8721118,,,-1.0,0.0,,,,,-1.0,0.0,,,-1.0,0.0,,,,,-1.0,0.0,,,-1.0,0.0,,,,,1.0,1.0,,,-1.0,0.0,,,,,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,-1.0,0.0,-1.0,0.0,2.0,1.0,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
KCsMnSrF6,KCsMnSrF6,K,Cs,Mn,Sr,F,True,0.5,2.3200000000000003,-3.1898290000000005,0.05898506585797225,1.48181836,,,-1.0,0.0,,,,,-1.0,0.0,,,-1.0,0.0,,,,,-1.0,0.0,,,-1.0,0.0,,,,,1.0,1.0,,,-1.0,0.0,,,,,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,-1.0,0.0,-1.0,0.0,2.0,1.0,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
K2Cs2MnSr3F12,KCsMnSrF6,K,Cs,Mn,Sr,F,True,0.75,2.6791,-3.4029049999999996,0.06126274466831738,1.08044404,,,-1.0,0.0,,,,,1.0,0.1709,,,-1.0,0.0,,,,,-1.0,0.0,,,-1.0,0.0,,,,,1.0,1.0,,,-1.0,0.0,,,,,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.8291,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
Na2Rb2Co3SnBr12,NaRbCoSnBr6,Na,Rb,Co,Sn,Br,True,0.25,0.0,-1.0276607500000001,0.1390359450438945,1.20973842,,,,,,,2.0,0.2389,,,,,,,,,2.0,0.2389,,,,,,,,,2.0,0.9405,,,,,,,,,2.0,0.9405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.5831,1.0,0.5831,1.0,0.0583,1.0,0.0583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.1769,0.0,0.1769,0.0,0.001,0.0,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0007,1.0,0.0007,1.0,0.0002,1.0,0.0002,,,,,,,,,1.0,0.0004,1.0,0.0004,-1.0,0.0,-1.0,0.0
NaRbCoSnBr6,NaRbCoSnBr6,Na,Rb,Co,Sn,Br,True,0.5,0.03309999999999991,-1.1255090000000003,0.12158661890728828,1.03568245,,,,,,,2.0,0.2292,,,,,,,,,2.0,0.2292,,,,,,,,,2.0,0.9338,,,,,,,,,2.0,0.9338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.5836,1.0,0.5836,1.0,0.0623,1.0,0.0623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.1868,0.0,0.1868,0.0,0.0036,0.0,0.0036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0003,2.0,0.0003,-1.0,0.0,-1.0,0.0,,,,,,,,,0.0,0.0001,0.0,0.0001,0.0,0.0004,0.0,0.0004
Na2Rb2CoSn3Br12,NaRbCoSnBr6,Na,Rb,Co,Sn,Br,True,0.75,0.17499999999999993,-1.2362109999999997,0.07826841806234741,1.00279827,,,,,,,-1.0,0.0,,,,,,,,,-1.0,0.0,,,,,,,,,-1.0,0.0,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0
K4Fe3ZnF12,K2FeZnF6,K,,Fe,Zn,F,True,0.25,0.08199999999999985,-2.5023524999999998,0.10875562347866996,2.0884255,,,,,,,,,1.0,0.2,,,,,,,,,-1.0,0.0,,,,,,,,,1.0,0.0457,,,,,,,,,1.0,0.0457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,0.0,1.0,2.0,0.0007,2.0,0.0007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.8,-1.0,0.0,2.0,0.953,2.0,0.953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,2.0,0.0005,2.0,0.0005,,,,,,,,,,,,,,,,,,,,,,,,
K2FeZnF6,K2FeZnF6,K,,Fe,Zn,F,True,0.5,0.15059999999999985,-2.60029975,0.06793199372866532,2.40422361,,,,,,,,,1.0,0.1,,,,,,,,,-1.0,0.0,,,,,,,,,-1.0,0.0,,,,,,,,,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,0.0,1.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.9,-1.0,0.0,2.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
