formula,is_alloy,Efermi,vbm_up_energy,cbm_up_energy,Ag_up_vbm_orb_idx,Ag_up_vbm_frac,Ag_up_cbm_orb_idx,Ag_up_cbm_frac,Cs_up_vbm_orb_idx,Cs_up_vbm_frac,Cs_up_cbm_orb_idx,Cs_up_cbm_frac,Cd_up_vbm_orb_idx,Cd_up_vbm_frac,Cd_up_cbm_orb_idx,Cd_up_cbm_frac,Co_up_vbm_orb_idx,Co_up_vbm_frac,Co_up_cbm_orb_idx,Co_up_cbm_frac,F_up_vbm_orb_idx,F_up_vbm_frac,F_up_cbm_orb_idx,F_up_cbm_frac,vbm_down_energy,cbm_down_energy,Ag_down_vbm_orb_idx,Ag_down_vbm_frac,Ag_down_cbm_orb_idx,Ag_down_cbm_frac,Cs_down_vbm_orb_idx,Cs_down_vbm_frac,Cs_down_cbm_orb_idx,Cs_down_cbm_frac,Cd_down_vbm_orb_idx,Cd_down_vbm_frac,Cd_down_cbm_orb_idx,Cd_down_cbm_frac,Co_down_vbm_orb_idx,Co_down_vbm_frac,Co_down_cbm_orb_idx,Co_down_cbm_frac,F_down_vbm_orb_idx,F_down_vbm_frac,F_down_cbm_orb_idx,F_down_cbm_frac,bg_energy,bg_direct,bg_transition,cbm_dft,vbm_dft,x_frac,formula_0,formula_100,Cu_up_vbm_orb_idx,Cu_up_vbm_frac,Cu_up_cbm_orb_idx,Cu_up_cbm_frac,Cu_down_vbm_orb_idx,Cu_down_vbm_frac,Cu_down_cbm_orb_idx,Cu_down_cbm_frac,Mg_up_vbm_orb_idx,Mg_up_vbm_frac,Mg_up_cbm_orb_idx,Mg_up_cbm_frac,Mg_down_vbm_orb_idx,Mg_down_vbm_frac,Mg_down_cbm_orb_idx,Mg_down_cbm_frac,Ca_up_vbm_orb_idx,Ca_up_vbm_frac,Ca_up_cbm_orb_idx,Ca_up_cbm_frac,Ca_down_vbm_orb_idx,Ca_down_vbm_frac,Ca_down_cbm_orb_idx,Ca_down_cbm_frac,Cl_up_vbm_orb_idx,Cl_up_vbm_frac,Cl_up_cbm_orb_idx,Cl_up_cbm_frac,Cl_down_vbm_orb_idx,Cl_down_vbm_frac,Cl_down_cbm_orb_idx,Cl_down_cbm_frac,Br_up_vbm_orb_idx,Br_up_vbm_frac,Br_up_cbm_orb_idx,Br_up_cbm_frac,Br_down_vbm_orb_idx,Br_down_vbm_frac,Br_down_cbm_orb_idx,Br_down_cbm_frac,Ni_up_vbm_orb_idx,Ni_up_vbm_frac,Ni_up_cbm_orb_idx,Ni_up_cbm_frac,Ni_down_vbm_orb_idx,Ni_down_vbm_frac,Ni_down_cbm_orb_idx,Ni_down_cbm_frac,Zn_up_vbm_orb_idx,Zn_up_vbm_frac,Zn_up_cbm_orb_idx,Zn_up_cbm_frac,Zn_down_vbm_orb_idx,Zn_down_vbm_frac,Zn_down_cbm_orb_idx,Zn_down_cbm_frac,Ba_up_vbm_orb_idx,Ba_up_vbm_frac,Ba_up_cbm_orb_idx,Ba_up_cbm_frac,Pb_up_vbm_orb_idx,Pb_up_vbm_frac,Pb_up_cbm_orb_idx,Pb_up_cbm_frac,Ba_down_vbm_orb_idx,Ba_down_vbm_frac,Ba_down_cbm_orb_idx,Ba_down_cbm_frac,Pb_down_vbm_orb_idx,Pb_down_vbm_frac,Pb_down_cbm_orb_idx,Pb_down_cbm_frac,I_up_vbm_orb_idx,I_up_vbm_frac,I_up_cbm_orb_idx,I_up_cbm_frac,I_down_vbm_orb_idx,I_down_vbm_frac,I_down_cbm_orb_idx,I_down_cbm_frac,Cr_up_vbm_orb_idx,Cr_up_vbm_frac,Cr_up_cbm_orb_idx,Cr_up_cbm_frac,Cr_down_vbm_orb_idx,Cr_down_vbm_frac,Cr_down_cbm_orb_idx,Cr_down_cbm_frac,Fe_up_vbm_orb_idx,Fe_up_vbm_frac,Fe_up_cbm_orb_idx,Fe_up_cbm_frac,Fe_down_vbm_orb_idx,Fe_down_vbm_frac,Fe_down_cbm_orb_idx,Fe_down_cbm_frac,Mn_up_vbm_orb_idx,Mn_up_vbm_frac,Mn_up_cbm_orb_idx,Mn_up_cbm_frac,Mn_down_vbm_orb_idx,Mn_down_vbm_frac,Mn_down_cbm_orb_idx,Mn_down_cbm_frac,Pd_up_vbm_orb_idx,Pd_up_vbm_frac,Pd_up_cbm_orb_idx,Pd_up_cbm_frac,Pd_down_vbm_orb_idx,Pd_down_vbm_frac,Pd_down_cbm_orb_idx,Pd_down_cbm_frac,Sn_up_vbm_orb_idx,Sn_up_vbm_frac,Sn_up_cbm_orb_idx,Sn_up_cbm_frac,Sn_down_vbm_orb_idx,Sn_down_vbm_frac,Sn_down_cbm_orb_idx,Sn_down_cbm_frac,Sr_up_vbm_orb_idx,Sr_up_vbm_frac,Sr_up_cbm_orb_idx,Sr_up_cbm_frac,Sr_down_vbm_orb_idx,Sr_down_vbm_frac,Sr_down_cbm_orb_idx,Sr_down_cbm_frac,Ti_up_vbm_orb_idx,Ti_up_vbm_frac,Ti_up_cbm_orb_idx,Ti_up_cbm_frac,Ti_down_vbm_orb_idx,Ti_down_vbm_frac,Ti_down_cbm_orb_idx,Ti_down_cbm_frac,V_up_vbm_orb_idx,V_up_vbm_frac,V_up_cbm_orb_idx,V_up_cbm_frac,V_down_vbm_orb_idx,V_down_vbm_frac,V_down_cbm_orb_idx,V_down_cbm_frac,Pt_up_vbm_orb_idx,Pt_up_vbm_frac,Pt_up_cbm_orb_idx,Pt_up_cbm_frac,Pt_down_vbm_orb_idx,Pt_down_vbm_frac,Pt_down_cbm_orb_idx,Pt_down_cbm_frac,K_up_vbm_orb_idx,K_up_vbm_frac,K_up_cbm_orb_idx,K_up_cbm_frac,K_down_vbm_orb_idx,K_down_vbm_frac,K_down_cbm_orb_idx,K_down_cbm_frac,Rb_up_vbm_orb_idx,Rb_up_vbm_frac,Rb_up_cbm_orb_idx,Rb_up_cbm_frac,Rb_down_vbm_orb_idx,Rb_down_vbm_frac,Rb_down_cbm_orb_idx,Rb_down_cbm_frac,Li_up_vbm_orb_idx,Li_up_vbm_frac,Li_up_cbm_orb_idx,Li_up_cbm_frac,Li_down_vbm_orb_idx,Li_down_vbm_frac,Li_down_cbm_orb_idx,Li_down_cbm_frac,Na_up_vbm_orb_idx,Na_up_vbm_frac,Na_up_cbm_orb_idx,Na_up_cbm_frac,Na_down_vbm_orb_idx,Na_down_vbm_frac,Na_down_cbm_orb_idx,Na_down_cbm_frac
K2Cs2CoSn3Br12,True,0.87282312,0.8508,2.4977,,,,,-1.0,0.0,-1.0,0.0,,,,,-1.0,0.0,0.0,0.0667,,,,,0.7972,0.9043,,,,,-1.0,0.0,-1.0,0.0,,,,,-1.0,0.0,2.0,0.8,,,,,,,,,,0.75,KCsCo2Br6,KCsSn2Br6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.2667,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.2444,1.0,0.2667,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
K2Cs2CoSn3Cl12,True,1.51796586,1.491,3.6822,,,,,-1.0,0.0,-1.0,0.0,,,,,-1.0,0.0,0.0,0.0577,,,,,1.4775,1.6523,,,,,-1.0,0.0,-1.0,0.0,,,,,-1.0,0.0,2.0,0.8182,,,,,,,,,,0.75,KCsCo2Cl6,KCsSn2Cl6,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.125,1.0,0.3654,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
K2Cs2CoSn3I12,True,1.80805357,1.803,1.803,,,,,-1.0,0.0,-1.0,0.0,,,,,-1.0,0.0,-1.0,0.0,,,,,1.803,1.803,,,,,-1.0,0.0,-1.0,0.0,,,,,2.0,0.8425,2.0,0.8425,,,,,,,,,,0.75,KCsCo2I6,KCsSn2I6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.4301,1.0,0.4301,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.2075,0.0,0.2075,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
K2Cs2CoSr3Br12,True,-0.31241551,-0.9536,2.5643,,,,,-1.0,0.0,-1.0,0.0,,,,,2.0,0.2759,0.0,0.1429,,,,,-0.3425,-0.014500000000000013,,,,,-1.0,0.0,-1.0,0.0,,,,,2.0,0.7778,2.0,0.8544,,,,,,,,,,0.75,KCsCo2Br6,KCsSr2Br6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.2759,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
K2Cs2CoSr3Cl12,True,0.09078812,-0.8221,3.3671,,,,,-1.0,0.0,-1.0,0.0,,,,,2.0,0.2,0.0,0.0857,,,,,0.0606,0.4496,,,,,-1.0,0.0,-1.0,0.0,,,,,2.0,0.8276,2.0,0.8947,,,,,,,,,,0.75,KCsCo2Cl6,KCsSr2Cl6,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
K2Cs2CoSr3F12,True,1.52305501,0.11709999999999998,3.9306,,,,,-1.0,0.0,-1.0,0.0,,,,,2.0,0.6562,0.0,0.0714,1.0,0.2708,-1.0,0.0,1.4929,1.807,,,,,-1.0,0.0,-1.0,0.0,,,,,2.0,0.8947,2.0,1.0,-1.0,0.0,-1.0,0.0,,,,,,0.75,KCsCo2F6,KCsSr2F6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
K2Cs2CoSr3I12,True,1.11627933,0.7603,3.9029,,,,,-1.0,0.0,-1.0,0.0,,,,,2.0,0.125,0.0,0.2222,,,,,1.0864,1.3829,,,,,-1.0,0.0,-1.0,0.0,,,,,2.0,0.7714,-1.0,0.0,,,,,,,,,,0.75,KCsCo2I6,KCsSr2I6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.125,-1.0,0.0,1.0,0.0857,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
K2Cs2CoZn3Br12,True,0.7000596,0.6733,1.7117999999999998,,,,,-1.0,0.0,-1.0,0.0,,,,,2.0,0.2,-1.0,0.0,,,,,0.5002,0.873,,,,,-1.0,0.0,-1.0,0.0,,,,,2.0,0.6,2.0,0.8,,,,,,,,,,0.75,KCsCo2Br6,KCsZn2Br6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,-1.0,0.0,0.0,0.2667,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
K2Cs2CoZn3Cl12,True,1.02825742,0.8271,2.4223,,,,,-1.0,0.0,-1.0,0.0,,,,,2.0,0.3333,-1.0,0.0,,,,,1.0013,1.2829,,,,,-1.0,0.0,-1.0,0.0,,,,,2.0,0.6,2.0,0.8571,,,,,,,,,,0.75,KCsCo2Cl6,KCsZn2Cl6,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.1667,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,-1.0,0.0,0.0,0.25,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
K2Cs2CoZn3F12,True,1.45714828,0.1894,2.7104,,,,,-1.0,0.0,-1.0,0.0,,,,,2.0,0.6061,-1.0,0.0,1.0,0.303,-1.0,0.0,1.4428,1.6682,,,,,-1.0,0.0,-1.0,0.0,,,,,2.0,1.0,2.0,1.0,-1.0,0.0,-1.0,0.0,,,,,,0.75,KCsCo2F6,KCsZn2F6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0606,0.0,0.1667,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
K2Cs2Cr3BaBr12,True,1.63625089,1.6378,1.6378,,,,,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,-0.2147000000000001,3.2637,,,,,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,0.25,KCsCr2Br6,KCsBa2Br6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.1542,1.0,0.1542,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,,,,,-1.0,0.0,2.0,0.0652,,,,,,,,,,,,,2.0,0.6995,2.0,0.6995,-1.0,0.0,2.0,0.6087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
K2Cs2Cr3BaCl12,True,2.56248722,2.562,2.562,,,,,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,-0.09010000000000007,3.9286,,,,,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,0.25,KCsCr2Cl6,KCsBa2Cl6,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.1366,1.0,0.1366,1.0,0.5,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,,,,,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,2.0,0.7155,2.0,0.7155,-1.0,0.0,2.0,0.6667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
K2Cs2Cr3BaI12,True,2.41854213,2.4123,2.4123,,,,,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,1.1678,3.9973,,,,,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,0.25,KCsCr2I6,KCsBa2I6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,,,,,-1.0,0.0,-1.0,0.0,,,,,1.0,0.1742,1.0,0.1742,1.0,0.4286,-1.0,0.0,2.0,0.6325,2.0,0.6325,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
K2Cs2Cr3CdBr12,True,1.62330992,1.6194,1.6194,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,-0.0979000000000001,2.2185,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.2,,,,,,,,,,,,,,0.25,KCsCr2Br6,KCsCd2Br6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.1647,1.0,0.1647,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.7214,2.0,0.7214,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
K2Cs2Cr3CdCl12,True,2.42229277,2.4205,2.4205,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,0.04300000000000015,2.8772,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.3333,,,,,,,,,,,,,,0.25,KCsCr2Cl6,KCsCd2Cl6,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.1411,1.0,0.1411,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.737,2.0,0.737,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
K2Cs2Cr3CdI12,True,2.41294858,2.4125,2.4125,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,1.3106,3.0815,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.2,,,,,,,,,,,,,,0.25,KCsCr2I6,KCsCd2I6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.2111,1.0,0.2111,1.0,0.2143,-1.0,0.0,2.0,0.5814,2.0,0.5814,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
K2Cs2Cr3CoBr12,True,1.77202329,1.7784,1.7784,,,,,-1.0,0.0,-1.0,0.0,,,,,-1.0,0.0,-1.0,0.0,,,,,1.7784,1.7784,,,,,-1.0,0.0,-1.0,0.0,,,,,2.0,0.8627,2.0,0.8627,,,,,,,,,,0.25,KCsCr2Br6,KCsCo2Br6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.1878,1.0,0.1878,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.644,2.0,0.644,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
K2Cs2Cr3CoCl12,True,2.54549154,2.5506,2.5506,,,,,-1.0,0.0,-1.0,0.0,,,,,-1.0,0.0,-1.0,0.0,,,,,2.5506,2.5506,,,,,-1.0,0.0,-1.0,0.0,,,,,2.0,0.8734,2.0,0.8734,,,,,,,,,,0.25,KCsCr2Cl6,KCsCo2Cl6,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.1544,1.0,0.1544,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.7074,2.0,0.7074,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
K2Cs2Cr3CoI12,True,2.13127233,2.1298,2.1298,,,,,-1.0,0.0,-1.0,0.0,,,,,-1.0,0.0,-1.0,0.0,,,,,2.1298,2.1298,,,,,-1.0,0.0,-1.0,0.0,,,,,2.0,0.8046,2.0,0.8046,,,,,,,,,,0.25,KCsCr2I6,KCsCo2I6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.2,1.0,0.2,1.0,0.0691,1.0,0.0691,2.0,0.5897,2.0,0.5897,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
K2Cs2Cr3MnBr12,True,1.96557065,1.9685,1.9685,,,,,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,0.2650000000000001,2.5453,,,,,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,0.25,KCsCr2Br6,KCsMn2Br6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.1752,1.0,0.1752,1.0,0.4545,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.7089,2.0,0.7089,-1.0,0.0,-1.0,0.0,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,2.0,0.7619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
K2Cs2Cr3MnCl12,True,2.76579514,2.7701,2.7701,,,,,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,0.27669999999999995,3.2715,,,,,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,0.25,KCsCr2Cl6,KCsMn2Cl6,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.1461,1.0,0.1461,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.7531,2.0,0.7531,-1.0,0.0,-1.0,0.0,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,2.0,0.7895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
K2Cs2Cr3MnI12,True,2.59379848,2.5963,2.5963,,,,,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,1.387,3.1615,,,,,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,0.25,KCsCr2I6,KCsMn2I6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.2022,1.0,0.2022,1.0,0.4231,-1.0,0.0,2.0,0.6162,2.0,0.6162,-1.0,0.0,-1.0,0.0,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,2.0,0.6667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
K2Cs2Cr3PbBr12,True,1.62686985,1.6253,1.6253,,,,,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,-0.07040000000000002,2.998,,,,,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,0.25,KCsCr2Br6,KCsPb2Br6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.1341,1.0,0.1341,1.0,0.5769,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,1.0,0.0589,1.0,0.0589,,,,,-1.0,0.0,1.0,0.2121,,,,,,,,,2.0,0.643,2.0,0.643,-1.0,0.0,2.0,0.2727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
K2Cs2Cr3PbCl12,True,2.38966093,2.3948,2.3948,,,,,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,-0.05439999999999978,3.7146,,,,,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,0.25,KCsCr2Cl6,KCsPb2Cl6,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.1131,1.0,0.1131,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0576,1.0,0.0576,,,,,-1.0,0.0,1.0,0.2195,,,,,,,,,2.0,0.6725,2.0,0.6725,-1.0,0.0,2.0,0.3171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
