formula,is_alloy,Efermi,vbm_up_energy,cbm_up_energy,Ag_up_vbm_orb_idx,Ag_up_vbm_frac,Ag_up_cbm_orb_idx,Ag_up_cbm_frac,Cs_up_vbm_orb_idx,Cs_up_vbm_frac,Cs_up_cbm_orb_idx,Cs_up_cbm_frac,Cd_up_vbm_orb_idx,Cd_up_vbm_frac,Cd_up_cbm_orb_idx,Cd_up_cbm_frac,Co_up_vbm_orb_idx,Co_up_vbm_frac,Co_up_cbm_orb_idx,Co_up_cbm_frac,F_up_vbm_orb_idx,F_up_vbm_frac,F_up_cbm_orb_idx,F_up_cbm_frac,vbm_down_energy,cbm_down_energy,Ag_down_vbm_orb_idx,Ag_down_vbm_frac,Ag_down_cbm_orb_idx,Ag_down_cbm_frac,Cs_down_vbm_orb_idx,Cs_down_vbm_frac,Cs_down_cbm_orb_idx,Cs_down_cbm_frac,Cd_down_vbm_orb_idx,Cd_down_vbm_frac,Cd_down_cbm_orb_idx,Cd_down_cbm_frac,Co_down_vbm_orb_idx,Co_down_vbm_frac,Co_down_cbm_orb_idx,Co_down_cbm_frac,F_down_vbm_orb_idx,F_down_vbm_frac,F_down_cbm_orb_idx,F_down_cbm_frac,bg_energy,bg_direct,bg_transition,cbm_dft,vbm_dft,x_frac,formula_0,formula_100,Cu_up_vbm_orb_idx,Cu_up_vbm_frac,Cu_up_cbm_orb_idx,Cu_up_cbm_frac,Cu_down_vbm_orb_idx,Cu_down_vbm_frac,Cu_down_cbm_orb_idx,Cu_down_cbm_frac,Mg_up_vbm_orb_idx,Mg_up_vbm_frac,Mg_up_cbm_orb_idx,Mg_up_cbm_frac,Mg_down_vbm_orb_idx,Mg_down_vbm_frac,Mg_down_cbm_orb_idx,Mg_down_cbm_frac,Ca_up_vbm_orb_idx,Ca_up_vbm_frac,Ca_up_cbm_orb_idx,Ca_up_cbm_frac,Ca_down_vbm_orb_idx,Ca_down_vbm_frac,Ca_down_cbm_orb_idx,Ca_down_cbm_frac,Cl_up_vbm_orb_idx,Cl_up_vbm_frac,Cl_up_cbm_orb_idx,Cl_up_cbm_frac,Cl_down_vbm_orb_idx,Cl_down_vbm_frac,Cl_down_cbm_orb_idx,Cl_down_cbm_frac,Br_up_vbm_orb_idx,Br_up_vbm_frac,Br_up_cbm_orb_idx,Br_up_cbm_frac,Br_down_vbm_orb_idx,Br_down_vbm_frac,Br_down_cbm_orb_idx,Br_down_cbm_frac,Ni_up_vbm_orb_idx,Ni_up_vbm_frac,Ni_up_cbm_orb_idx,Ni_up_cbm_frac,Ni_down_vbm_orb_idx,Ni_down_vbm_frac,Ni_down_cbm_orb_idx,Ni_down_cbm_frac,Zn_up_vbm_orb_idx,Zn_up_vbm_frac,Zn_up_cbm_orb_idx,Zn_up_cbm_frac,Zn_down_vbm_orb_idx,Zn_down_vbm_frac,Zn_down_cbm_orb_idx,Zn_down_cbm_frac,Ba_up_vbm_orb_idx,Ba_up_vbm_frac,Ba_up_cbm_orb_idx,Ba_up_cbm_frac,Pb_up_vbm_orb_idx,Pb_up_vbm_frac,Pb_up_cbm_orb_idx,Pb_up_cbm_frac,Ba_down_vbm_orb_idx,Ba_down_vbm_frac,Ba_down_cbm_orb_idx,Ba_down_cbm_frac,Pb_down_vbm_orb_idx,Pb_down_vbm_frac,Pb_down_cbm_orb_idx,Pb_down_cbm_frac,I_up_vbm_orb_idx,I_up_vbm_frac,I_up_cbm_orb_idx,I_up_cbm_frac,I_down_vbm_orb_idx,I_down_vbm_frac,I_down_cbm_orb_idx,I_down_cbm_frac,Cr_up_vbm_orb_idx,Cr_up_vbm_frac,Cr_up_cbm_orb_idx,Cr_up_cbm_frac,Cr_down_vbm_orb_idx,Cr_down_vbm_frac,Cr_down_cbm_orb_idx,Cr_down_cbm_frac,Fe_up_vbm_orb_idx,Fe_up_vbm_frac,Fe_up_cbm_orb_idx,Fe_up_cbm_frac,Fe_down_vbm_orb_idx,Fe_down_vbm_frac,Fe_down_cbm_orb_idx,Fe_down_cbm_frac,Mn_up_vbm_orb_idx,Mn_up_vbm_frac,Mn_up_cbm_orb_idx,Mn_up_cbm_frac,Mn_down_vbm_orb_idx,Mn_down_vbm_frac,Mn_down_cbm_orb_idx,Mn_down_cbm_frac,Pd_up_vbm_orb_idx,Pd_up_vbm_frac,Pd_up_cbm_orb_idx,Pd_up_cbm_frac,Pd_down_vbm_orb_idx,Pd_down_vbm_frac,Pd_down_cbm_orb_idx,Pd_down_cbm_frac,Sn_up_vbm_orb_idx,Sn_up_vbm_frac,Sn_up_cbm_orb_idx,Sn_up_cbm_frac,Sn_down_vbm_orb_idx,Sn_down_vbm_frac,Sn_down_cbm_orb_idx,Sn_down_cbm_frac,Sr_up_vbm_orb_idx,Sr_up_vbm_frac,Sr_up_cbm_orb_idx,Sr_up_cbm_frac,Sr_down_vbm_orb_idx,Sr_down_vbm_frac,Sr_down_cbm_orb_idx,Sr_down_cbm_frac,Ti_up_vbm_orb_idx,Ti_up_vbm_frac,Ti_up_cbm_orb_idx,Ti_up_cbm_frac,Ti_down_vbm_orb_idx,Ti_down_vbm_frac,Ti_down_cbm_orb_idx,Ti_down_cbm_frac,V_up_vbm_orb_idx,V_up_vbm_frac,V_up_cbm_orb_idx,V_up_cbm_frac,V_down_vbm_orb_idx,V_down_vbm_frac,V_down_cbm_orb_idx,V_down_cbm_frac,Pt_up_vbm_orb_idx,Pt_up_vbm_frac,Pt_up_cbm_orb_idx,Pt_up_cbm_frac,Pt_down_vbm_orb_idx,Pt_down_vbm_frac,Pt_down_cbm_orb_idx,Pt_down_cbm_frac,K_up_vbm_orb_idx,K_up_vbm_frac,K_up_cbm_orb_idx,K_up_cbm_frac,K_down_vbm_orb_idx,K_down_vbm_frac,K_down_cbm_orb_idx,K_down_cbm_frac,Rb_up_vbm_orb_idx,Rb_up_vbm_frac,Rb_up_cbm_orb_idx,Rb_up_cbm_frac,Rb_down_vbm_orb_idx,Rb_down_vbm_frac,Rb_down_cbm_orb_idx,Rb_down_cbm_frac,Li_up_vbm_orb_idx,Li_up_vbm_frac,Li_up_cbm_orb_idx,Li_up_cbm_frac,Li_down_vbm_orb_idx,Li_down_vbm_frac,Li_down_cbm_orb_idx,Li_down_cbm_frac,Na_up_vbm_orb_idx,Na_up_vbm_frac,Na_up_cbm_orb_idx,Na_up_cbm_frac,Na_down_vbm_orb_idx,Na_down_vbm_frac,Na_down_cbm_orb_idx,Na_down_cbm_frac
Na2Cs2Ca3VCl12,True,2.51629125,2.4838,3.5763,,,,,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,-0.23130000000000006,4.5175,,,,,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,0.25,NaCsCa2Cl6,NaCsV2Cl6,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,1.0,0.6667,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.8235,2.0,0.5,-1.0,0.0,2.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0
Na2Cs2CaCo3Br12,True,0.89329819,0.8027,3.1565,,,,,-1.0,0.0,-1.0,0.0,,,,,2.0,0.1667,0.0,0.2778,,,,,0.8706,1.029,,,,,-1.0,0.0,-1.0,0.0,,,,,-1.0,0.0,2.0,0.5,,,,,,,,,,0.75,NaCsCa2Br6,NaCsCo2Br6,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0
Na2Cs2CaCo3Cl12,True,1.44530314,1.2245,4.1375,,,,,-1.0,0.0,-1.0,0.0,,,,,2.0,0.3824,-1.0,0.0,,,,,1.4309,1.4768,,,,,-1.0,0.0,-1.0,0.0,,,,,2.0,0.5,2.0,0.8667,,,,,,,,,,0.75,NaCsCa2Cl6,NaCsCo2Cl6,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,1.0,0.2941,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0
Na2Cs2CaCr3Br12,True,1.6947114,1.6994,1.6994,,,,,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,-0.08299999999999996,3.4373,,,,,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,0.75,NaCsCa2Br6,NaCsCr2Br6,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,1.0,0.1538,1.0,0.1538,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.6992,2.0,0.6992,-1.0,0.0,2.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0
Na2Cs2CaMn3Cl12,True,1.46661636,1.4441,3.8854999999999995,,,,,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,-0.10129999999999995,3.0344,,,,,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,0.75,NaCsCa2Cl6,NaCsMn2Cl6,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.3333,0.0,0.1111,-1.0,0.0,2.0,0.7222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0
Na2Cs2CaV3Cl12,True,2.81449132,2.7923,2.9583,,,,,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,0.09080000000000021,4.3644,,,,,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,0.75,NaCsCa2Cl6,NaCsV2Cl6,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.5,2.0,1.0,-1.0,0.0,2.0,0.7692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0
Na2Cs2Co3CdBr12,True,0.9385076,0.9146,1.854,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.3333,2.0,0.25,-1.0,0.0,,,,,0.8433,0.9741,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,2.0,0.6842,2.0,0.7778,,,,,,,,,,0.25,NaCsCo2Br6,NaCsCd2Br6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.2917,-1.0,0.0,1.0,0.0526,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0
Na2Cs2Co3CdCl12,True,1.35134308,1.2274,2.8001,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,2.0,0.3333,-1.0,0.0,,,,,1.3265,1.4751,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,2.0,0.5,2.0,0.5,,,,,,,,,,0.25,NaCsCo2Cl6,NaCsCd2Cl6,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.2667,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0
Na2Cs2Co3CdF12,True,1.59098917,0.9356,2.7531,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.1818,2.0,0.4286,0.0,0.0606,-1.0,0.0,-1.0,0.0,1.5662,1.6898,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,2.0,0.9,2.0,0.7222,-1.0,0.0,-1.0,0.0,,,,,,0.25,NaCsCo2F6,NaCsCd2F6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0
Na2Cs2Co3CuBr12,True,0.9611572,0.9593,0.9593,,,,,-1.0,0.0,-1.0,0.0,,,,,2.0,0.2103,2.0,0.2103,,,,,0.9593,0.9593,,,,,-1.0,0.0,-1.0,0.0,,,,,2.0,0.7767,2.0,0.7767,,,,,,,,,,0.25,NaCsCo2Br6,NaCsCu2Br6,2.0,0.2075,2.0,0.2075,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.3984,1.0,0.3984,1.0,0.1083,1.0,0.1083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0
Na2Cs2Co3CuCl12,True,1.48435907,1.4859,1.4859,,,,,-1.0,0.0,-1.0,0.0,,,,,2.0,0.6056,2.0,0.6056,,,,,1.4859,1.4859,,,,,-1.0,0.0,-1.0,0.0,,,,,2.0,0.7919,2.0,0.7919,,,,,,,,,,0.25,NaCsCo2Cl6,NaCsCu2Cl6,2.0,0.1154,2.0,0.1154,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,1.0,0.1854,1.0,0.1854,1.0,0.1172,1.0,0.1172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0
Na2Cs2Co3CuF12,True,1.80567422,1.8052,1.8052,,,,,-1.0,0.0,-1.0,0.0,,,,,2.0,0.1226,2.0,0.1226,1.0,0.206,1.0,0.206,1.8052,1.8052,,,,,-1.0,0.0,-1.0,0.0,,,,,2.0,0.8671,2.0,0.8671,1.0,0.0861,1.0,0.0861,,,,,,0.25,NaCsCo2F6,NaCsCu2F6,2.0,0.6372,2.0,0.6372,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0
Na2Cs2Co3CuI12,True,2.53711682,2.5402,2.5402,,,,,-1.0,0.0,-1.0,0.0,,,,,2.0,0.1336,2.0,0.1336,,,,,2.5402,2.5402,,,,,-1.0,0.0,-1.0,0.0,,,,,2.0,0.7906,2.0,0.7906,,,,,,,,,,0.25,NaCsCo2I6,NaCsCu2I6,2.0,0.1941,2.0,0.1941,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.4062,1.0,0.4062,1.0,0.0853,1.0,0.0853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0
Na2Cs2Co3NiBr12,True,1.34705667,1.3476,1.3476,,,,,-1.0,0.0,-1.0,0.0,,,,,2.0,0.3931,2.0,0.3931,,,,,1.3476,1.3476,,,,,-1.0,0.0,-1.0,0.0,,,,,2.0,0.5275,2.0,0.5275,,,,,,,,,,0.25,NaCsCo2Br6,NaCsNi2Br6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.3463,1.0,0.3463,1.0,0.071,1.0,0.071,2.0,0.1125,2.0,0.1125,2.0,0.3233,2.0,0.3233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0
Na2Cs2Co3NiCl12,True,1.82359621,1.8238,1.8238,,,,,-1.0,0.0,-1.0,0.0,,,,,2.0,0.3141,2.0,0.3141,,,,,1.8238,1.8238,,,,,-1.0,0.0,-1.0,0.0,,,,,2.0,0.4686,2.0,0.4686,,,,,,,,,,0.25,NaCsCo2Cl6,NaCsNi2Cl6,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.4475,1.0,0.4475,-1.0,0.0,-1.0,0.0,,,,,,,,,2.0,0.1187,2.0,0.1187,2.0,0.4146,2.0,0.4146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0
Na2Cs2Co3NiF12,True,2.35775149,1.7702,4.7602,,,,,-1.0,0.0,-1.0,0.0,,,,,2.0,0.3636,-1.0,0.0,1.0,0.1818,-1.0,0.0,2.3605,2.3605,,,,,-1.0,0.0,-1.0,0.0,,,,,2.0,0.6718,2.0,0.6718,1.0,0.0699,1.0,0.0699,,,,,,0.25,NaCsCo2F6,NaCsNi2F6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,2.0,0.2226,2.0,0.2226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0
Na2Cs2Co3NiI12,True,2.85217013,2.8552,2.8552,,,,,-1.0,0.0,-1.0,0.0,,,,,2.0,0.1987,2.0,0.1987,,,,,2.8552,2.8552,,,,,-1.0,0.0,-1.0,0.0,,,,,2.0,0.6794,2.0,0.6794,,,,,,,,,,0.25,NaCsCo2I6,NaCsNi2I6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.1496,2.0,0.1496,2.0,0.1278,2.0,0.1278,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.4024,1.0,0.4024,1.0,0.0808,1.0,0.0808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0
Na2Cs2Co3PbBr12,True,0.96147805,0.938,3.0331,,,,,-1.0,0.0,-1.0,0.0,,,,,2.0,0.25,-1.0,0.0,,,,,0.8677,1.0433,,,,,-1.0,0.0,-1.0,0.0,,,,,2.0,0.6977,2.0,0.7907,,,,,,,,,,0.25,NaCsCo2Br6,NaCsPb2Br6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.25,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,,,,,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0
Na2Cs2Co3PbCl12,True,1.60204242,1.3858,4.2977,,,,,-1.0,0.0,-1.0,0.0,,,,,-1.0,0.0,-1.0,0.0,,,,,1.5792,1.7726,,,,,-1.0,0.0,-1.0,0.0,,,,,2.0,1.0,2.0,0.8,,,,,,,,,,0.25,NaCsCo2Cl6,NaCsPb2Cl6,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,,,,,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0
Na2Cs2Co3SnBr12,True,1.15320887,1.1515,1.1515,,,,,-1.0,0.0,-1.0,0.0,,,,,2.0,0.2043,2.0,0.2043,,,,,1.1515,1.1515,,,,,-1.0,0.0,-1.0,0.0,,,,,2.0,0.7273,2.0,0.7273,,,,,,,,,,0.25,NaCsCo2Br6,NaCsSn2Br6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.4486,1.0,0.4486,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.1271,0.0,0.1271,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0
Na2Cs2Co3SnI12,True,2.43859594,2.442,2.442,,,,,-1.0,0.0,-1.0,0.0,,,,,2.0,0.1689,2.0,0.1689,,,,,2.442,2.442,,,,,-1.0,0.0,-1.0,0.0,,,,,2.0,0.827,2.0,0.827,,,,,,,,,,0.25,NaCsCo2I6,NaCsSn2I6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.4331,1.0,0.4331,1.0,0.0607,1.0,0.0607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.1061,0.0,0.1061,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0
Na2Cs2Co3SrBr12,True,0.7688893,0.736,3.0988,,,,,-1.0,0.0,-1.0,0.0,,,,,2.0,0.3333,0.0,0.2857,,,,,0.7198,0.8501,,,,,-1.0,0.0,-1.0,0.0,,,,,2.0,0.5,2.0,0.5,,,,,,,,,,0.25,NaCsCo2Br6,NaCsSr2Br6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.4074,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0
Na2Cs2CoCd3Br12,True,0.49401553,0.1713,1.078,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.2944,2.0,0.2642,-1.0,0.0,,,,,0.4534,0.7355,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,2.0,0.7791,2.0,0.5,,,,,,,,,,0.75,NaCsCo2Br6,NaCsCd2Br6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.4717,1.0,0.2487,1.0,0.0581,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0
Na2Cs2CoCd3Cl12,True,0.92721894,0.9017,1.2327,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,2.0,0.6667,2.0,0.85,,,,,0.838,1.169,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,2.0,0.75,2.0,0.75,,,,,,,,,,0.75,NaCsCo2Cl6,NaCsCd2Cl6,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0
